"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"2529","University of Toronto","#UofT is joining forces with other Canadian universities to engage with companies to address investment risks associated with climate change. ?? https://t.co/twYTpllx3z https://t.co/tg9YBaEDe5",0,0,0,1,0,0,0,0,0,0,"neutral",0
"2530","Daniels Faculty","RT @UofTDaniels : The Daniels Faculty has appointed Elder Whabagoon, an Ojibway elder, as the inaugural First Peoples Leadership Advisor to the Dean: https://t.co/PRrulEF4aU https://t.co/vEUxRo0WbZ",0,1,0,0,0,0,0,2,0,2,"positive",2
"2531","University of Toronto","Prize-winning #UofT student team from @UofTCompSci &amp; @UofTMedicine uses #AI to beat banana blight ?? https://t.co/Igp4Avw8Px https://t.co/7wRWZL6BOe",0,1,2,1,1,2,1,2,1,1,"neutral",0
"2532","University of Toronto","Researcher @ChelseaRochman’s lab at #UofT is committed to reducing aquatic waste in Toronto by exploring innovative litter-capturing technologies &amp; engaging the public on the issue of plastic pollution. https://t.co/KXbMFkjkjI https://t.co/Bbpfu7nLhd",0,1,2,0,1,0,0,2,3,3,"neutral",0
"2533","Life@UofT","RT @lifeatuoft : For #BlackHistoryMonth, Life at U of T blogger Talia visited the @harthouseuoft Black Futures series which focused on Afrofuturism. Read it here ?? https://t.co/bZ96MXGHaP https://t.co/uiMzaM475K",0,0,0,0,0,1,0,1,1,0,"negative",-1
"2534","University of Toronto","#UofT researchers reach across fields to stop a silent, killer disease ?? https://t.co/aEj3CuYYsW https://t.co/QOLIsc7ypk",1,0,1,1,0,1,0,0,1,0,"negative",-1
"2535","U of T Varsity Blues","RT @Varsity_Blues : Fiorella Granda's passion for affordable housing not only stemmed from growing up in Lima, Peru, but also came to light given Toronto's current real estate climate. ?
 ?
??? https://t.co/x6VZocGsxa 
?
WE ALL #BLEEDBLUE | #WeAreTO | #StudentAthleteStories? https://t.co/sg2WqXvAod",0,1,0,1,1,1,0,2,1,2,"positive",1
"2536","U of T Entrepreneurship","RT @UofTStartup : Calling all students, mentors, alumni, business leaders, investors and anyone else who wants to be inspired and learn why @UofT is THE place for entrepreneurship! #UofTEntWeek is coming to you virtually from March 8-11. Register here: https://t.co/5h6iADYQ7C https://t.co/wcnabMUcLu",0,1,0,0,1,0,1,1,0,3,"positive",3
"2537","University of Toronto","Four #UofT researchers from @UofTArtSci &amp; one researcher from @UTM have received prestigious Sloan Research Fellowships for 2021. ?? https://t.co/acGP1PDeAP https://t.co/rjTDBQYEVt",0,0,0,0,0,0,0,0,0,1,"positive",1
"2538","University of Toronto","A clinical study led by #UofT researcher Jordan Feld from @UofTMedicine &amp; colleagues has shown that an experimental antiviral drug can significantly speed up recovery for some #COVID19 patients. https://t.co/Y574TcRLYm https://t.co/C4iF1p01uO",0,0,0,0,0,0,0,0,0,2,"positive",2
"2539","University of Toronto","Rethinking health care: @UofTMedicine researcher Nicole Woods wants to broaden medicine's foundational knowledge #UofT ?? https://t.co/wlP47JUFQO https://t.co/dZFSOUuJAA",0,0,0,0,0,0,0,0,0,1,"positive",1
"2540","U of T Mississauga","RT @UTM : How do you bond with your coworkers while working from home? ?? #UTM? Human Resources Director Nader Boutros has suggestions for colleagues during this COVID-19 winter. ??? 
#UTMTogether 
MORE: https://t.co/fLOJoIJMkF https://t.co/mTlMmWrfot",0,0,0,0,1,0,0,2,0,3,"positive",3
"2541","University of Toronto","Watch @HistoricaCanada's newest #HeritageMinute featuring @OscarPeterson below. ?? https://t.co/SM3wB9SNmp",0,1,0,1,0,0,0,0,0,0,"neutral",0
"2542","University of Toronto","Recipient of the new #HeritageMinute, legendary jazz pianist Oscar Peterson was awarded #UofT's Doctor of Laws honorary degree in June 1985 and played for a very special class of graduates. https://t.co/PZVGVdXg91 https://t.co/3KWH7apyEH",0,1,0,0,1,0,0,1,0,4,"positive",4
"2543","University of Toronto Scarborough","RT @UTSC : This week for #BlackHistoryMonth we are highlighting Black creatives from different fields from our #UTSC community and beyond! #UofT https://t.co/iA1dSpcLD9 

Who are some of your favourite Black creatives? ?? Tag them in the comments below. https://t.co/tWONizf018",0,0,0,0,0,1,0,0,1,1,"neutral",0
"2544","University of Toronto","For @UofTEnglish professor John Rogers, an esteemed scholar of 17th-century poet John Milton, #UofT is paradise found. ?? https://t.co/i5C2cPttoe https://t.co/pmDoV1KSA8",0,0,1,0,1,0,0,2,1,3,"positive",2
"2545","University of Toronto","#UofT's new online portal makes it easier for students to find mental health services &amp; resources on all three campuses, as well as those of partner organizations in the community. ?? https://t.co/xox8OYvb1t https://t.co/p7w7bKmcl9",0,0,0,0,1,0,0,1,0,3,"positive",3
"2546","PRiME - Precision Medicine Initiative at UofT","RT @UofTPRiME : Last minute to register for our pan-Canadian #Biotech showcase on a national #biotech ecosystem. Information and registration here: https://t.co/O47GMeezU8
@UofT @UMontreal @mcgillu @McMasterU @UBC",0,0,0,0,0,0,0,0,0,1,"positive",1
"2547","University of Toronto","Simple, accurate and evidence-based: #UofT experts from @UofTMedicine create women's health resource ?? https://t.co/KuXaCf3vqB https://t.co/WAiFKg77j6",0,0,0,0,1,0,0,1,0,2,"positive",2
"2548","University of Toronto","A snowy start to Reading Week here at #UofT ?? https://t.co/z53vAeNGUo",0,1,0,0,0,0,0,0,0,1,"positive",1
"2549","U of T Engineering","RT @uoftengineering : To our #UofTEngineering community — as part of our #BlackHistoryMonth conversation, we are talking about why #RepresentationMatters in #STEM. 

If you identify as Black or an ally, please consider sharing your voice with us: https://t.co/T8oXLd3zRE #skuleBHM https://t.co/vpkYZA5YlW",0,0,0,0,0,1,0,1,1,2,"positive",1
"2550","University of Toronto Student Life","RT @UofTStudentLife : Share your thoughts on how #UofT can best help Black students thrive — the Anti-Black Racism Task Force looks forward to hearing from you (look for their final report, coming March 31): https://t.co/DBRXQJtWcT https://t.co/yXA8ZNScO3",1,2,0,2,1,1,0,1,3,4,"positive",1
"2551","ARCDO","RT @UofT_ARCDO : Celebrate Black History Month with Restore @ U of T! 
@workingatuoft @UofTStudentLife @UofTGradlife 
 
Feb 23 @ 12:00pm (Black Students, Staff &amp; Faculty)

Feb 26 @ 11:00am (Students, Staff &amp; Faculty)

For more info &amp; to register, visit https://t.co/IItC9UaxlB https://t.co/e0k3WBZqSS",0,0,0,0,0,1,0,1,1,2,"positive",1
"2552","University of Toronto","#UofT event to highlight biotech's potential to improve health care, drive post-#COVID19 economy ?? https://t.co/TzzV8EYb7y https://t.co/SLWgCIDeql",0,1,0,0,1,0,0,2,0,1,"positive",1
"2553","University of Toronto","Weather update: #UofT St. George, @UTM and @UTSC campuses are open and operating, although on-campus activity is limited due to the pandemic. Please exercise caution and allow yourself extra time if you are travelling today. https://t.co/UNxPiI0ZlR",2,2,0,2,0,2,0,0,3,1,"negative",-2
"2554","University of Toronto","Environment Canada has issued a snowfall warning for Toronto overnight through to Tuesday morning. While on-campus activity is limited due to the pandemic, we will provide updates on any changes to #UofT operations on social media &amp; the campus status page: https://t.co/UNxPiI0ZlR",1,0,0,2,0,2,0,1,2,2,"neutral",0
"2555","University of Toronto","Going through a break-up this #ValentinesDay? Don’t worry, sings #UofT’s @reneehlozek, the Universe keeps on going and you should too. ?? https://t.co/lJvPjG6qH6",0,1,0,1,0,1,1,1,1,1,"neutral",0
"2556","University of Toronto","Two #UofT students received the President’s Award for Outstanding Indigenous Student of the Year during a virtual ceremony bookended by song &amp; prayer. ?? https://t.co/fQcO7aApjB https://t.co/ff0wJBC4Tx",0,1,0,0,3,0,2,2,1,5,"positive",4
"2557","U of T Libraries","RT @uoftlibraries : ?? Family Day (Feb. 15) hours:

?? Robarts Library: 9am - 9pm
??? #UofT Curbside Pickup Service: 10am - 4pm (Please check individual library sites for details)

https://t.co/rOksTpa4Uz @UofT @UofTStudentLife https://t.co/Yy30ZVNNnv",0,0,0,0,0,0,0,0,0,1,"positive",1
"2558","University of Toronto","#UofT researchers from @UTM &amp; @UofTMedicine reveal new clues about the origins of Mount Everest's deadliest avalanche ?? https://t.co/AXPW0MesTm https://t.co/fpY5dnTyMQ",0,0,0,1,0,1,1,0,1,0,"negative",-1
"2559","University of Toronto","'Passion, coffee and adrenaline': @UofTNursing alumnus on working #COVID19's front lines #UofT ?? https://t.co/wdoqsISVAW https://t.co/OKTKNdSdba",0,0,0,1,0,0,0,0,0,1,"positive",1
"2560","UofT Sustainability","RT @SustainableUofT : ??What drives your sustainability decisions? Will COVID-19 change those factors? Complete this survey to help U of T undergraduate researchers understand your attitudes and behaviours, and help contribute towards strategies to overcome common barriers. https://t.co/wJf1ymgMKO https://t.co/5eTEHV0frF",0,0,0,1,0,0,0,0,0,1,"positive",1
"2561","University of Toronto","Happy #LunarNewYear to our #UofT community celebrating here and around the world. May the #YearOfTheOx bring you good health, happiness and success in 2021. https://t.co/7Dql2o004N",0,5,0,0,5,0,1,2,0,6,"positive",6
"2562","University of Toronto","Biotech company Notch Therapeutics founded by #UofT researchers from @UofTMedicine &amp; @BME_UofT secures US$85 million in financing ?? https://t.co/WjtGL7WJqe https://t.co/fnTHh0cH4Y",0,0,0,0,0,0,0,0,0,1,"positive",1
"2563","University of Toronto Student Life","RT @UofTStudentLife : Our final #JoyAtUofT giveaway is now LIVE! Enter here: https://t.co/71Y4AT1qwp
Tune in at 12pmET for a fun Facebook Live with students from the #UofT Japan Association: https://t.co/NcfG0XOW3z https://t.co/qUHLVbyuzd",0,1,0,0,1,0,0,1,0,1,"positive",1
"2564","University of Toronto","So-called 'living fossil' fish actually evolved dozens of new genes, @UofTMedicine researchers find #UofT ?? https://t.co/2vFIEP5JGH https://t.co/nQaFKzQUNk",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2565","University of Toronto","#UofT researchers from @UofTEngineering &amp; @UoftArtSci help lay groundwork for Bank of Canada-backed “digital loonie” ?? https://t.co/FgzIJFooU6 https://t.co/0dCFLMGAvF",0,0,0,0,0,0,0,1,0,1,"positive",1
"2566","Leslie Dan Faculty of Pharmacy","RT @UofTPharmacy : .@UofTPRiME to host virtual discussion about how Canadian #biotech hubs can transform health care + drive post-pandemic recovery. 

Prof @ShanaOKelley says investment in academic science is key. 

#IDWGS #WomeninSTEM #WomenInScience?????

?? more + register ??https://t.co/FIfGoG8abw",0,0,0,1,0,1,0,1,1,3,"positive",2
"2567","Melanie Woodin","RT @Mawoodin : On this #WomenInScienceDay I'm deeply grateful to all of the trailblazing women who inspired me to become a neuroscientist. And I'm committed to doing all I can to inspire, support, and mentor the next generation of women scientists.",0,1,0,0,2,0,1,4,0,5,"positive",5
"2568","UofT Scarborough: Hire Tech, Arts, Science Co-op","RT @utscartscicoop : Today is #InternationalDayOfWomenAndGirlInScience, which recognizes the need to remove barriers to STEM education and careers for girls and women. 

As part of #UofTWomeninSTEM, we are featuring U of T Scarborough female A&amp;S co-op students in STEM. https://t.co/7agXNgRExb https://t.co/5SiyzL1UUM",1,0,0,1,0,1,0,0,1,1,"neutral",0
"2569","U of T Mississauga","RT @UTM : ?? We're celebrating #UofTWomenInSTEM and all their contributions

https://t.co/2yNAbqzxgJ
#IDWGS2021 #UTM #WomenInScience",0,1,0,0,1,0,0,0,0,1,"positive",1
"2570","Temerty Medicine","RT @uoftmedicine : “I’m a 1st year med student, I am a mom to 3 kids, a wife, someone who’s scrambling to get things done…and I like to dance.”

Check out this great Q&amp;A with multi-talented @UofTMDprogram student Koren Teo in @PaletteMag_UofT ??https://t.co/1RBIWCq6ub

#WomenInScience #WomenInSTEM https://t.co/T21OamYREt",0,0,0,0,1,0,0,1,1,1,"neutral",0
"2571","U of T Varsity Blues","RT @Varsity_Blues : From Scotland, to Spain, to the Six, @dundee_lauren has put in the miles in making her way to Toronto. Read how she ended up, across the pond, at the University of Toronto.

?? https://t.co/xYjMXKHOFN

WE ALL #BLEEDBLUE | #WeAreTO | #StudentAthleteStories https://t.co/0kqWNvOYXY",0,1,0,1,0,1,0,0,1,1,"neutral",0
"2572","University of St. Michael's College","RT @uStMikes : Today &amp; every day, @uStMikes celebrates #WomenInStem who played an important role in our history—beginning with the Sisters of @CSJTO, who helped found St. Mike's &amp; made major contributions to the Canadian medical community.
#WomenAndGirlsInScience #UofTWomenInSTEM #SocialJustice https://t.co/kBTip4mpnt",0,1,0,1,1,0,0,3,0,5,"positive",5
"2573","U of T Libraries","RT @uoftlibraries : For the International Day of Women and Girls in Science, we’re sharing our #UofT SciCurious reading list from #SciLit Week 2020 to encourage women and girls in science to keep pursuing their passions.??????? #UofTWomenInSTEM #WomenInScience Get inspired: https://t.co/OQe2fcw4s5 https://t.co/gxgGqSKpgG",0,0,0,0,2,0,1,2,0,3,"positive",3
"2574","Dr. Christine Allen ????","RT @ChristineAllenW : I've been fortunate to have great mentors and role models throughout my career. Mentors who guide, champion and sponsor can have a transformational impact on your career. I pay it forward by mentoring young scientists, esp women. #WomeninScienceDay #WomenInSTEM #payitforward https://t.co/5RQfh9Onul",0,4,0,0,3,0,1,4,0,8,"positive",8
"2575","U of T Engineering","RT @uoftengineering : Celebrating Black women in #STEM — #UofTEngineering invited students &amp; alumni to share their experiences and inspirations. The perspectives of these 6 women illustrate the ongoing need for systemic change in STEM fields: https://t.co/4b0C2PQqoE

#skuleBHM #WomenInScience https://t.co/AQ2S5Ngdnc",0,3,0,1,2,1,0,1,1,3,"positive",2
"2576","University of Toronto","Why do we need #WomeninScience? Leading #UofTWomeninSTEM have a special message to inspire the next generation of scientists on International Day of Women &amp; Girls in Science. https://t.co/WncAs5OUqZ",0,1,0,0,2,0,0,2,0,2,"positive",2
"2577","University of Toronto","#WomenInScience: Adriana Diaz Lozano Patino, a third-year @UofTEngineering science student at #UofT, is focused on finding innovative solutions to global water &amp; energy needs. ????? https://t.co/h16c5RHn2f https://t.co/cRA7QgaPLY",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2578","University of Toronto","#UofT's Suleyman Demi from @UTSC has partnered with a local non-profit to identify &amp; address barriers to food security in the community during #COVID19. ?? https://t.co/gz78vGK0w7 https://t.co/yuZOiWH7eK",0,0,0,0,1,0,0,1,0,2,"positive",2
"2579","Life@UofT","RT @lifeatuoft : In her latest post, Life at #UofT blogger Memma takes us on a day in her life as an engineering student. Check it out ?? https://t.co/4eKBEmgVEK https://t.co/y1dCGgGpOt",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2580","UT Law Indigenous","RT @UTLawIIO : Today we celebrate @UTLaw alumna Jessie Stirling!! Jessie (Wa’ya T’so-la) is a Kwakwaka’wakw woman &amp; a member of the Wei Wai Kum First Nation. She is a winner of the 2020 President's Award for Outstanding Indigenous Student of the Year! @UofTFNH @UofT  https://t.co/0XNXKiqXpo https://t.co/8kYjYy8NCU",0,2,0,0,3,0,2,2,1,3,"positive",2
"2581","University of Toronto","@DunlapInstitute @UofTAstro @UofTArtSci @reneehlozek @researchuoft @NSERC_CRSNG @ChristineAllenW @global_uoft @ArtSciRegistrar @rhodes_trust @univcan @Princeton Meet @UofTEngineering's Molly Shoichet, a pioneer in regenerative medicine and recipient of the Gerhard Herzberg Canada Gold Medal for Science &amp; Engineering award, Canada’s highest honour for science &amp; engineering research ????? https://t.co/4EIJWSLahq #UofTWomeninSTEM https://t.co/OaWwwe6ypA",0,4,0,1,3,0,3,3,1,5,"positive",4
"2582","U of T Mississauga","RT @UTM : ""There's light at the end of the tunnel!"" @CUE_UofT's Marc Johnson (@evoecolab) has a message for students battling burnout during this COVID-19 winter.
MORE: https://t.co/YwD8U4Pb70
#UTMTogether https://t.co/hfMcu3aqRF",0,1,0,0,0,0,0,0,0,0,"neutral",0
"2583","University of Toronto","#UofT's new online portal makes it easier for students to find mental health services &amp; resources on all three campuses, as well as those of partner organizations in the community. ?? https://t.co/xox8OYvb1t https://t.co/pwqQgtzYfF",0,0,0,0,1,0,0,1,0,3,"positive",3
"2584","School of Cities","RT @UofTCities : Building equitable, inclusive cities requires cross-sectoral &amp; social justice-focused leadership. The Leading Social Justice Fellowship by @UofTCities &amp; @UWGT starts tomorrow. 

Learn more at https://t.co/nJ6Ern2Ag5

#LSJ21 #LeadershipMatters #locallove https://t.co/56K5ngwFRS",1,1,0,1,0,1,0,2,1,5,"positive",4
"2585","University of Toronto","Vincent Brown, a @Harvard professor of American history and African and African American Studies, recently delivered #UofT's inaugural @UofTArtSci Decanal Lecture as part of #BlackHistoryMonth. https://t.co/FopQyFa1q8 https://t.co/BYyPLnqsu2",0,1,0,0,0,0,0,1,0,1,"positive",1
"2586","University of Toronto","Researcher Ingo Ensminger from @UTM had an idea when the pandemic prevented #UofT students from coming to campus to complete their lab work last summer: bring the lab to students. ?? https://t.co/4jg7baRBe3 https://t.co/ELvD7G5QFH",0,1,0,1,0,1,0,0,1,0,"negative",-1
"2587","U of T Arts & Science","RT @UofTArtSci : Dr. Christine Hone-Buske made an unforgettable impression on the friends, educators and students she encountered during her time @UofT, and her extraordinary life is being celebrated through a memorial scholarship. 

Learn more: https://t.co/3oeKiqAkEK https://t.co/0riDg67B6w",0,2,0,0,2,0,0,0,0,5,"positive",5
"2588","University of St. Michael's College","RT @uStMikes : Fifty years after Gloria Helena Lyn earned an MA from @UofT, her daughter Alethea Lyn, a @uStMikes alumna, established a scholarship in her memory to support students studying English literature at @UofT. 

https://t.co/WbFRzQMvlz https://t.co/8bVUB1vq1Q",0,0,0,0,3,0,0,0,0,3,"positive",3
"2589","Hart House","RT @harthouseuoft : The Worldbuilding of Wakanda takes place on Feb 11 from 6pm-8pm. The event explores how elements of science fiction and fantasy intersect with African representation and the ways in which @theblackpanther presents its themes through a unique setting: https://t.co/l1L77QWYsy https://t.co/tWw1a2oQCr",0,0,0,0,0,0,1,0,0,1,"positive",1
"2590","U of T Scarborough Library","RT @UTSCLibrary : Passionate about Tamil? Read Tamil sentences aloud to contribute to open technologies for Tamil speakers.???The @UTSC Library is proud to support this ongoing #CommonVoice effort. Get started and learn more: https://t.co/dkVxIFplWD #UofT https://t.co/YqqeA2uE6v",0,3,0,0,2,0,0,2,0,6,"positive",6
"2591","University of Toronto","What is the Universe made of and how it is changing over time? Meet Renée Hložek, assistant professor @DunlapInstitute &amp; @UofTAstro at @UofTArtSci, as she expands our understanding of the night sky ?? https://t.co/d1eQixn0Vf #UofTWomeninSTEM https://t.co/rYr4hKoSuk",0,1,0,0,0,0,0,2,0,3,"positive",3
"2592","University of Toronto Student Life","RT @UofTStudentLife : TODAY at 12pmET! Tune in for a Facebook Live chat with Health &amp; Wellness X Academic Success — top tips on how to have a joyful AND productive Reading Week. Details: https://t.co/DqLKbLqjmI #UofT #JoyAtUofT https://t.co/KWu98NVmuO",0,2,0,0,2,0,0,3,0,6,"positive",6
"2593","U of T Engineering","RT @uoftengineering : Looking ahead to Reading Week, and plans for the Summer session &amp; Fall terms — the latest update from @uoftengdean ?? : https://t.co/KTZKBrYJX0 #WeGotThis https://t.co/J4DzefpH1t",0,0,0,0,0,1,0,0,1,2,"positive",1
"2594","University of Toronto","A #UofT study led by @UTSC researcher @HilaryKBrown found that women with disabilities are nearly twice as likely to experience life-threatening pregnancy complications or maternal death. https://t.co/H2QTNqNvRg https://t.co/ENi0bZJcZe",2,2,3,2,1,1,1,1,4,3,"negative",-1
"2595","University of Toronto","'Food for thought': #UofT's #BlackHistoryMonth Luncheon goes virtual ?? https://t.co/pd9sM8LD4I https://t.co/d8iNpHczzP",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2596","University of Toronto","#UofT science students find perspective by studying #COVID19 through the lens of anthropology &amp; religion ?? https://t.co/ULRPPtBV4B https://t.co/kB1aJfJqIE",0,0,0,0,0,0,0,1,0,0,"neutral",0
"2597","University of Toronto Student Life","RT @UofTStudentLife : Our first #JoyAtUofT giveaway is up at @UofT on Instagram! Good luck, everyone ?? Enter here: https://t.co/C7lns9B7bC #UofT https://t.co/KgX4u8lx98",0,2,0,0,2,0,2,1,0,2,"positive",2
"2598","U of T Libraries","RT @uoftlibraries : We’re celebrating Love Data Week with daily highlights of data resources! ?? Check here every day for lovely valentines and important #UofT Libraries data links. ?? #LoveData21 https://t.co/8LUbjzkRgs https://t.co/5KVytQcTcI",0,3,0,0,4,1,1,3,0,5,"positive",5
"2599","University of Toronto","‘A match made in heaven’: #UofT alum @AllenLau on Naver's US$600-million acquisition of @Wattpad ?? https://t.co/qN8aVlH8fY https://t.co/RkLl43aLBw",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2600","U of T Entrepreneurship","RT @UofTStartup : Registration is now open for #UofTEntWeek, March 8-11! Join @UofT’s entrepreneurial community in a virtual celebration of the positive impact that innovation &amp; startups have on the world. Register here: https://t.co/NvQn8U6q3J https://t.co/yWqWWy7rF5",0,1,0,0,1,0,1,1,0,5,"positive",5
"2601","University of Toronto","Can #AI help teach robots how to throw a party? Meet Sanja Fidler, award-winning computer vision researcher, associate professor @UofTCompSci &amp; @UTM, faculty @VectorInst &amp; @NVIDIAAI director ?? https://t.co/mq9ZYRagiQ #UofTWomeninSTEM https://t.co/luCoVx9zXN",0,3,1,0,3,1,3,7,0,8,"positive",8
"2602","University of Toronto Student Life","RT @UofTStudentLife : TODAY at 12pmET! LIVE #UofT YOGA class to bring #JoyAtUofT. Details here: https://t.co/NdyeUllx03 https://t.co/YJ1RprzPo8",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2603","U of T Varsity Blues","RT @Varsity_Blues : Black History Month Spotlight: Donna Roach?

??1984-89?
?? 3x OWIAA all-star?
?? 1988-89 OWIAA champions?
???? 1988-89 team captain?
?? U of T Sports Hall of Fame?
?? BSC 8T9 New College | MA 9T4 OISE | PhD 9T8 OISE?
 ?
#BlackHistoryMonth | WE ALL #BLEEDBLUE | #WeAreTO https://t.co/CYMnHyQEgm",0,1,0,1,1,2,0,2,2,3,"positive",1
"2604","University of Toronto","#UofT researchers from @UofTMedicine &amp; @UofT_dlsph to study paramedics' #COVID19 risk ?? https://t.co/QfUeqdIYaK https://t.co/NOdqW4tnoo",0,1,0,1,0,0,0,0,1,1,"neutral",0
"2605","University of Toronto Scarborough","RT @UTSC : how it started            how it's going https://t.co/9fgWU0l2iz",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2606","University of Toronto","Founded by @UofTCompSci &amp; @UofTEngineering alumni, @NSBEhacksuoft was first launched in 2019 &amp; is the first Black student-run hackathon within the Greater Toronto Area. #UofT ?? https://t.co/RnvqphoMs1 https://t.co/lpymfd9217",0,0,0,0,0,1,0,0,1,1,"neutral",0
"2607","U of T Sport & Rec","RT @UofTSportandRec : Here's your sign to come love yourself! ??

??: February 12th
?: 9 A.M. - 6 P.M.
??: Fitness &amp; Performance

??: https://t.co/lP5b3MsVdl https://t.co/fTs4UxgMwd",0,0,0,0,1,0,0,0,0,1,"positive",1
"2608","University of Toronto","Focused on sustainability, @UofTStartup puts insects on the menu ... for your pet #UofT ?? https://t.co/S5HNwdUcrs https://t.co/VVKCUvEUBv",0,0,0,0,0,0,0,0,1,0,"negative",-1
"2609","University of Toronto","Fancy, but not too fancy: @UofTLinguistics researcher cracks open the complex language of craft beer #UofT ?? https://t.co/Ws6r9nzH05 https://t.co/E5DxJH69db",0,1,0,0,2,0,0,0,0,3,"positive",3
"2610","U of T Libraries","RT @uoftlibraries : It’s #BlackHistoryMonth 
We’ve assembled #UofT Libraries resources and events to celebrate Black voices and continue the conversation. ?? https://t.co/7nubwibOVU",0,1,0,0,1,1,0,2,1,2,"positive",1
"2611","University of Toronto","How will machine learning help medical professionals anticipate patient needs? Meet Marzyeh Ghassemi from @UofTCompSci &amp; @UofTMedicine, #UofT's first joint hire in computational medicine ?? https://t.co/QjRfWir5Uk #UofTWomeninSTEM https://t.co/WmxPDacDP2",0,3,0,1,1,0,0,3,0,4,"positive",4
"2612","University of Toronto Student Life","RT @UofTStudentLife : Getting help from a friend or copying their work? Get clarity on what the difference is at https://t.co/NSboLU1S8B #UofT https://t.co/8fs6cR0vBt",0,0,0,0,1,0,0,1,0,1,"positive",1
"2613","U of T Alumni","RT @uoftalumni : ?? Check out this episode of @UTM_Research's #ViewtotheU podcast, where Professor David Samson shares his top tips for a good night’s sleep, based on his evolutionary biology research at @UTM. Listen now: https://t.co/UboRYz1HQr #UofTalumni",0,2,0,0,1,0,1,3,0,3,"positive",3
"2614","University of Toronto","‘I love my work’: International #UofT grad on how she landed a job during #COVID19 ?? https://t.co/OVAcxk5BWA https://t.co/gMh1iIYyMG",0,0,0,0,1,0,0,0,0,3,"positive",3
"2615","University of Toronto","Researchers from @UofT_dlsph develop app to track environmental health of neighbourhoods #UofT ?? https://t.co/2ViZXgfyDs https://t.co/bWplBv1FV5",0,2,0,0,0,0,0,0,0,1,"positive",1
"2616","U of T Public Health","RT @UofT_dlsph : IT'S LIVE! 

Check out our new alumni hub to keep up to date on all things alumni at the Dalla Lana School of Public Health and U of T more broadly.

https://t.co/Ef6SlqdifH

#weareDLSPHAlumni https://t.co/zhdsnyQDEF",0,1,0,0,0,0,0,1,0,1,"positive",1
"2617","University of Toronto","What does a more inclusive society look like and what responsibility do we hold as citizens to build one?

Listen to professor, VP &amp; @UTSC principal Wisdom Tettey in the first talk with university leaders on #UofT's The New Normal with Maydianne Andrade
?? https://t.co/kmNB6ti0vl https://t.co/OxOdAO313E",0,1,0,0,0,0,0,3,0,7,"positive",7
"2618","Centre for Ethics","RT @UofTEthics : ???? Today at 4 pm: Yolonda Wilson (@ProfYolonda) in CRITICAL RACE STUDIES on ""Death, Pandemic, and Intersectionality: What the Failures in an End-of-Life Case Can Teach About Structural Justice and COVID-19""

?? info https://t.co/MDhB6hEei2

?? livestream https://t.co/b8I25Zawaj https://t.co/W1ZXbW0oGC",1,1,1,3,1,3,2,3,3,2,"negative",-1
"2619","University of Toronto","""That eureka moment keeps me going"": Meet @UofTMedicine's Patricia Brubaker, the first woman to receive the Diabetes Canada Lifetime Achievement Award in recognition of her leadership, contributions &amp; ground-breaking diabetes research ? https://t.co/nYgqTmyVxi #UofTWomeninSTEM https://t.co/QBBvPJEVP8",0,2,0,0,2,0,1,3,0,2,"positive",2
"2620","U of T Varsity Blues","RT @Varsity_Blues : They say that anything that is conceivable in the human mind is possible, and Varsity Blues badminton veteran Isaac Ehrlich is interested in the data that backs that up.?
 ?
 ??? https://t.co/HH6p6qCYms 
?
WE ALL #BLEEDBLUE | #WeAreTO | #StudentAthleteStories? https://t.co/QWguzrf3xr",0,0,1,1,0,2,0,1,1,2,"positive",1
"2621","University of Toronto","The Black Scientists’ Task Force on Vaccine Equity, which includes several other #UofT researchers, was announced Wednesday along with $6.8 million in support for ten Toronto neighbourhoods. https://t.co/SfFWpndt2l https://t.co/TNLqrKplqk",1,0,0,1,0,1,0,0,2,3,"positive",1
"2622","University of Toronto","Founded by @UofTCompSci &amp; @UofTEngineering alumni, Toronto’s first student-run Black hackathon goes global. #UofT ?? https://t.co/RnvqphoMs1 https://t.co/qNi7TQE9ET",0,0,0,0,0,1,0,0,1,0,"negative",-1
"2623","U of T Engineering","RT @uoftengineering : Forced to get creative in conducting labs online, #UofTEngineering Professor Ariel Chan and her team have digitally recreated the Unit Ops Lab, allowing remote learners to virtually explore the renowned @ChemEng_UofT space: https://t.co/KSyXL2Zexu https://t.co/H6lYGIRUvC",0,1,0,1,0,0,0,2,1,3,"positive",2
"2624","Chemistry at UofT","RT @chemuoft : University Professor Douglas Stephan has been recognized with @CanadaCouncil's #Killam2021 Prize for natural sciences.

Stephan’s discovery of frustrated Lewis pairs is celebrated for its wide-ranging impact on nearly every aspect of chemistry research.

https://t.co/gW4Z9w0AoB",1,2,0,0,1,0,0,1,1,4,"positive",3
