,DivPosts$X,DivPosts$X.11,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Sentiment,SentimentScore
2335,Western University,"@berthagarcia5 @SchulichMedDent Dr. Garcia, this means the world to us. The people make the place, and we're incredibly proud call you a Mustang!",0,1,0,0,1,0,0,1,0,1,positive,1
2336,Western University,@sadika_bidushy @westernuPsych @PsychChatter Welcome to #WesternU!,0,0,0,0,0,0,0,0,0,0,neutral,0
2337,Western University,@smpeters9 @BMI_WesternU We are so excited to welcome you to @westernuFHS!,0,1,0,0,1,0,1,1,0,1,positive,1
2338,Social Sci @WesternU,RT @westernuSocSci : How is COVID-19 impacting birth rates? @WesternU professor @KateHeeChoi will be on The Current on CBC Radio to talk about the trends in Canada https://t.co/oxN54MIMvX,0,1,0,1,1,0,0,2,0,4,positive,4
2339,Western University,"#WesternU #COVID19 testing centre will be open for students, faculty and staff on Tuesday, Feb. 16 through Friday, Feb. 19 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf",0,0,0,0,0,0,0,1,0,1,positive,1
2340,Western University,@giggy444 @uwogazette We also want you to know that you can further document your concerns by submitting a complaint under Western’s Student Code of Conduct by filling out the form available on our website: https://t.co/3oczVLwmZV. 2/2,1,0,0,0,0,0,0,0,1,0,negative,-1
2341,Western University,@giggy444 @uwogazette Thank you for reaching out. It is very important to us that our campus community is a safe and supportive learning space for everyone – online and offline. We have referred this information to our staff who are following up. 1/2,0,0,0,0,1,0,0,2,0,5,positive,5
2342,Western University,"“We met in Uganda when completing a semester abroad.  This was back in the summer of 2017 and we’re still going strong!” 
— Jason &amp; Resh
#westernu 

DM us your photos and stories to be featured! https://t.co/vxB4BxXvHp",0,1,0,0,1,0,0,0,0,1,positive,1
2343,Western University,"“I met my best friend Leanne at Western in 1989. So grateful to have met her at Western and to now celebrate over 30 years of friendship ??” 
— Sherri &amp; Leanne 
#westernu 

DM us your photos and stories to be featured! https://t.co/cdUCYZ2smp",0,0,0,0,2,0,0,2,0,3,positive,3
2344,Western University,"“Met at Western in 1993 and will be married 26 years in May. We met in Saugeen and got married in undergrad. We graduated in 1996 then both started grad degrees also at Western. Western is a huge part of our history.”
— Tara &amp; George 
#westernu @westernuhousing https://t.co/pOXnSNhrDs",0,0,0,0,0,0,0,0,0,0,neutral,0
2345,Western University,"“I met my roommate and now business partner at Western! We were in the same program, and taking classes together allowed us to get to know each other.""
— @suchi &amp; Gurveer  
#westernu 

DM us your photos and stories to be featured! https://t.co/yUrt6SZeVL",0,0,0,0,0,0,0,0,0,1,positive,1
2346,Western University,"“Remember Kurt and I used to paint purple for all the football games? We met through Western Cheerleading, stayed close friends after graduation, and Kurt played guitar for the ceremony and reception of my wedding!” 
— Aaron &amp; Kurt
#westernu 

DM us your photos and stories! https://t.co/QnAWZJpRpf",0,2,0,1,3,0,2,1,0,3,positive,3
2347,Western University,"“My wife and I met at Western, the day before we played Mac in the OUA semi-finals. We had our daughter on the Labour Day Queens game in 2019, which was the first home game I have missed being a player and coach."" 
— @D_Wheeler_4 &amp; Christen Harris
#westernu @WesternMustangs https://t.co/VzX0XN575X",0,0,0,0,1,0,0,1,1,1,neutral,0
2348,Western University,"“We were in the nursing program together and met at Essex! We ended up rooming together for two years before 4th year placements took us to different cities. She’s one of my best girlfriends.""
— Carly &amp; Marieke 
#westernu @westernuhousing 

DM us your photos and stories! https://t.co/60SPIrk2MA",0,0,0,0,0,0,0,0,0,0,neutral,0
2349,Western University,"“I met my beautiful partner Chloë on my first day of my first year at Western University. Now 5 years later, we are happily living together! I’m forever grateful to Western for bringing us together.” 
— Chelsea &amp; Chloë 
#westernu 

DM us your photos and stories to be featured! https://t.co/JxNFtmmbiP",0,1,0,0,2,0,0,0,0,5,positive,5
2350,Western University,"Today we are celebrating all kinds of relationships that began at Western! 

DM us your photos and stories to be featured ??
#westernu #purpleandproud #ldnont @westernuAlumni

Note - all photos were taken prior to COVID-19.",0,1,0,0,1,0,0,0,0,1,positive,1
2351,The Book Store at Western,"RT @booksatwesternu : Happy Lunar New Year! We wish you good luck and fortune for the #YearOfTheOx! ????

@westernuIntl @WesternU  #westernu https://t.co/RaNq0FxUEJ",0,4,0,0,4,0,3,3,0,4,positive,4
2352,Burton Lim,RT @burtonlim : Including contributions from the research collaboration of @WesternU and @ROMtoronto on developing a vaccine bank based on frozen tissue collections of bats https://t.co/AS8duzVExi,0,0,0,0,0,0,0,1,0,2,positive,2
2353,Western University,"We create sophisticated mental representations of our romantic partners that influence how we understand, interpret and respond to things they say and do, according to research from @Dozois_Mood_Lab at #WesternU @ConversationCA #ValentinesDay https://t.co/b68CQfj1kd",0,1,0,0,2,0,0,1,1,3,positive,2
2354,Western Music,"RT @westernuMusic : Faculty member and double bassist Joseph Phillips @WesternU proves it takes more than two to tango this #ValentinesDay with a music and dance collaboration between @pointetango and @PayadoraTango ""Tango in the Dark"" https://t.co/ZSLmuDBfPm https://t.co/T3MytShhNE",0,0,0,0,2,2,0,2,0,3,positive,3
2355,Royal Ontario Museum,"RT @ROMtoronto : What if we could create a vaccine for a virus before it spread?

Well, ROM's assistant mammalogy curator, @burtonlim, is working with @WesternU researchers to create a bank of bat coronavirus vaccines to do just that. 

https://t.co/gdmQcCHfKJ",0,0,0,0,1,0,0,1,1,3,positive,2
2356,Claire Park,RT @ClaireKSPark : Happy #LunarNewYear! ?? Here’s a little Flashback Friday ???????????? to BMSc ‘18 ?? @WesternU https://t.co/1QcuIEjnbA,0,1,0,0,1,0,0,1,0,1,positive,1
2357,Discovery Canada,"RT @DiscoveryCanada : @WesternU professor Miodrag Grbic mines the biosphere for inspiration in developing advanced materials and this time he found it in the gorse spider mite! Its silk is twice as stiff as spider silk and on #ScientistFridays, he breaks down just what this material could be used for! https://t.co/eqfLMs2rzr",0,2,2,1,2,0,0,2,2,5,positive,3
2358,Gordon Oz Osinski,RT @drcrater : Tune in to @CBCQuirks tomorrow to hear from @westernuSpace &amp; @westernuEng alumni @CosmicRaymond to hear all about the @NASAPersevere mission! #teamdrcrater #purpleandproud https://t.co/zwZkJKHJ0u,0,1,0,0,0,0,0,0,0,0,neutral,0
2359,MLHealthUnit,"RT @MLHealthUnit : As reading week @WesternU approaches (Feb. 13-21), we want to remind #WesternU students to stay at home, avoid all non-essential travel, and limit close contact to only those in your apartment, household, suite or dorm room. #TakeCareWesternU ?? /1",0,0,0,1,0,0,0,0,1,4,positive,3
2360,Western University,#WesternU is one of two #LdnOnt employers to crack the top 50 on @Forbes list of best places to work in Canada. https://t.co/xEhvNmtf6X,0,1,0,0,0,0,0,1,1,1,neutral,0
2361,Schulich WesternU,"RT @SchulichMedDent : A unique symptom of #COVID19 is the loss of smell and taste. Most people recover relatively quickly, but @LeighSowerby says between five and 10 per cent of patients experience a decrease or complete loss of smell after one to two months. Via @globalnews https://t.co/w8ULZXkgYP",2,0,1,1,0,1,1,0,4,1,negative,-3
2362,Western University,"Patients with chronic #kidneydisease are particularly vulnerable to contracting and dying from #COVID19, according to new research from @SchulichMedDent and @lawsonresearch #westernu #ldnont https://t.co/3VTWBz7Qdb",1,0,1,1,0,2,0,0,2,0,negative,-2
2363,Western University,Strong partnerships are critical to our success as a university. Help create a bold future for Western. Tell us: What are the most important partnerships for #WesternU in the next 3-5 years? #ldnont #cdnPSE https://t.co/PdzvtFWAkd https://t.co/rOd4WddCdO,0,2,0,1,2,0,0,2,0,6,positive,6
2364,Ontario's Universities,"RT @OntUniv : To support female students who plan on completing a dual degree in business and engineering, @WesternU created the Linamar Scholarships for Women in Engineering and Business. #WomenInScience #WomenInSTEM 

Learn more: https://t.co/6loSPZQp8l https://t.co/QuDKBAJQjY",0,2,0,0,1,0,0,0,0,4,positive,4
2365,Joanna Giddens,"RT @joannagiddens : Grateful to have parents who never doubted #WomenInScience. Mom was one of few female @WesternU Math grads, worked in tech, hauled us to the ROM (fun), talked stocks (less fun), but always framed #STEM as an adventure first and a career second (despite dad’s ?? attempts). https://t.co/7aEJdXx97V",0,3,0,0,1,0,0,0,1,5,positive,4
2366,Debora Van Brenk,"RT @Deb1Express : On a day to celebrate #WomeninScience, let me point you to @aimeevanrobot, #AI ethicist and one of the smartest, coolest people I've ever interviewed. @WesternU @AvHStiftung https://t.co/pPo7AzxSW4",0,0,0,0,0,0,0,0,0,0,neutral,0
2367,Kelly Ziegner,RT @kellyziegner : Feeling #purpleandproud as we celebrate the extraordinary commitment &amp; generosity of the @WesternU community. Over $627k raised for @unitedwayemca at a time when our local region needs it most! https://t.co/zXuFxhkpJB,1,3,1,1,2,1,2,2,1,4,positive,3
2368,Western University,"Happy Lunar New Year Mustangs, it’s the #YearOfTheOx! While our celebrations look different from years past, we hope this year is filled with new opportunities, laughter, love and healing. #westernu @westernuIntl https://t.co/Zbl98g68QZ",0,4,0,0,5,0,2,3,0,5,positive,5
2369,Ldn Heritage Council,"RT @HeritageCouncil : TONIGHT! Join us for “Culture Shock! The Impact of Pandemics,” an online panel with local experts discussing past pandemics and implications for our current climate. https://t.co/OqxT1lIm2K

@tourism_london @WesternU @kingsatwestern @westernuHistory  @THEMUSEUM https://t.co/pCx4EvJClC",1,0,0,1,0,0,1,0,1,2,positive,1
2370,Lesley Rigg,"RT @LesleySRigg : It is important to celebrate our successes as women, also acknowledging the ongoing challenges to make an equal future for #womeninscience and #girlsinscience. Celebrating one of our @WesternU @westernuAlumni @RobertaBondar among many others! https://t.co/HogV1lKYLb",0,2,0,0,1,0,0,1,0,2,positive,2
2371,Jane Thornton MD PhD OLY,"RT @JaneSThornton : Happy #WomenInScienceDay2021! I'm a clinician scientist, mom, athlete, etc.?? My team is investigating new solutions to improve physical activity, health + mobility across the lifespan.

#SciMom #AcademicLife #STEM @SchulichMedDent @CASEMACMSE  @WesternU @westernuFamMed @CMA_Docs https://t.co/8XdwWjljgJ https://t.co/LHSD38YpIK",0,3,0,0,2,0,0,4,0,4,positive,4
2372,Dr. Parshati Patel (she/her),"RT @ParshatiPatel : Happy #WomenInScienceDay ??

Blessed to be surrounded and inspired by amazing women in science at @WesternU and @csa_asc everyday??

Scientists have diverse careers! I am glad to have the opportunity to work in science communication and education field ????? #GirlsNeedRoleModels https://t.co/SbXIavr9Jp https://t.co/M7vCfQEsfq",0,3,0,0,4,0,1,3,1,6,positive,5
2373,Western University,"When robot ethics is an afterthought and not an embed, #artificialintelligence can go badly wrong. - @aimeevanrobot, global AI ethicist. The @westernuAlumni is breaking ground as a new $5M @AvHStiftung professor @UBonn. #WomenInScience #purpleandproud https://t.co/1v6mPwUnoh",0,0,0,0,0,1,0,2,2,2,neutral,0
2374,Schulich WesternU,"RT @SchulichMedDent : “It’s easy to give voice to diversity as a shared value, but really incorporating that in a deep, meaningful way is more challenging.”

Greta Bauer, PhD, is leading @transpulseca to better understand the health and wellbeing of trans and non-binary Canadians.

#WomenInScience",0,0,0,0,0,0,0,1,0,0,neutral,0
2375,Western University,"We are so proud to share that the #WesternU community has raised $627,829 in support of @unitedwayemca. #locallove #ldnont

Please note: This video includes photography from an in-person initiative that took place in a previous year, before the pandemic. https://t.co/8F7CgyJ3uz",0,2,0,1,2,1,0,2,1,3,positive,2
2376,Schulich WesternU,"RT @SchulichMedDent : As a health economist, Ava John-Baptiste, PhD, helps to answer the crucial question; what is the best way to distribute health resources in society? 
 
She is investigating how mathematical models can incorporate the impact of #COVID19 on marginalized groups.
 
#WomenInScience",0,0,1,0,1,0,0,3,1,3,positive,2
2377,Western Law,"RT @westernuLaw : Our Tort Law Research Group capped off a successful 1st decade of research collaboration, publishing two new books in 2020, carrying on the legacy of the late Prof. Gerald Fridman &amp; signalling the growing strength of tort law scholarship at @westernuLaw https://t.co/Y1Gnu6VTKW https://t.co/oSGCTm9gLa",0,1,0,0,2,1,0,3,2,3,positive,1
2378,Western University,Personal connections key to increase in first-choice and overall undergraduate applications to #WesternU from #Ontario high-school students #ldnont #onpse #cdnpse https://t.co/nma4BVP6N0,0,0,0,0,0,0,0,2,0,2,positive,2
2379,Western University,#WesternU joining forces with @ROMtoronto bat biologists to create a ‘vaccine bank’ that could be used in the next pandemic. https://t.co/iD1sizvISG,0,0,0,1,1,1,0,1,1,2,positive,1
2380,MLHealthUnit,"RT @MLHealthUnit : The light is near, friends. But we need to keep rowing together. Retweet if you’re with us! #InThisTogether ??

#COVID19 #PublicHealth #SeaShanty #ShantyTok #Wellerman https://t.co/lXHazgPO4w",0,0,0,0,0,0,0,0,0,0,neutral,0
2381,Western University,"In their quest to develop a #vaccine bank to be at the ready for the next #pandemic, #WesternU researchers and @ROMtoronto biologists are on the hunt for coronaviruses in bats with potential for human transmission. @SchulichMedDent #COVID19 https://t.co/7VH8GyuGc3",0,3,0,1,0,1,0,1,1,3,positive,2
2382,English @ WesternU,"RT @westernuEnglish : .@WesternU student Fauzia Agbonhin is making a difference through poetry. Her book I Never Truly Hated You, a collection of poems she had worked on since she was in Grade 2, explores her experience as a Black, Muslim, female immigrant in Canada. https://t.co/PLRpsvwrTj",0,0,0,1,0,1,0,0,1,1,neutral,0
2383,Gordon Oz Osinski,RT @drcrater : The 2021 Girls and Women in Space night will be virtual this year but we're proud to see this happening @westernuSpace &amp; thankful for @ParshatiPatel and Viraja for starting this here @WesternU in 2019! #womenandgirlsinscience @WomenScienceDay #February11 https://t.co/d9ED543fJv,0,1,0,0,2,0,0,1,0,2,positive,2
2384,Christina Fox,RT @Christina_Fox : Spending one hour with fellow @WesternU alumni living and growing #tech businesses in the Valley was incredible.  Here's what they had to say.?? https://t.co/X0eCjhizF4,0,0,0,0,0,0,0,1,0,1,positive,1
2385,CBC London,RT @CBCLondon : Western roommates pop water lily seed snack company during pandemic https://t.co/vfoofnx3zp https://t.co/GrdFW41tbZ,0,0,0,1,0,1,1,0,2,0,negative,-2
2386,Josh Lambier,"RT @JoshuaLambier : Highly recommend our event tonight with Richard Van Camp, hosted by @WesternU Alice Munro Creativity Chair &amp; storyteller Ivan Coyote! 

It should be a virtual full house on Zoom. There's still time to register--it's absolutely free to all. #WesternU #LdnOnt https://t.co/HeVnpqNcob",0,1,0,1,0,0,0,1,0,2,positive,2
2387,Western Alumni,"RT @westernuAlumni : Exceptional #WesternU grads @sukhindersingh, @Patrick_Spence, Kristina Klausen, @chrisalbinson are live now with Eric Morse, head of Western Entrepreneurship, discussing innovation and their own journeys as entrepreneurs.
@iveybusiness @westernuPropel @IveyMIFE https://t.co/LB3s0giboG",0,0,0,0,0,0,0,0,0,1,positive,1
2388,Western Alumni,"RT @westernuAlumni : Beginning in 30 minutes, #WesternU entrepreneurs and innovators @sukhindersingh, @Patrick_Spence, Kristina Klausen, @chrisalbinson, will be sharing their experiences and answering your questions!

You can still register for this exclusive event ?? 
https://t.co/2TrX9LdXzE",0,0,0,0,0,0,0,0,0,0,neutral,0
2389,Western University,Lights that can kill the #COVID19 virus were tested at Western's state-of-the-art Imaging Pathogens for Knowledge Translation (ImPaKT) facility @SchulichMedDent #ldnont #westernu https://t.co/CZZXQqd1b6,0,1,0,1,1,2,1,1,2,2,neutral,0
2390,Western University,A new normal for racial equity includes understanding the roots of the problem and advocating for systemic change: @BSAWestern launch #BlackHistoryMonth at #WesternU. https://t.co/ExCw1WUfBG,0,1,0,2,0,1,0,1,1,3,positive,2
2391,Schulich WesternU,"RT @SchulichMedDent : The human brain has been called the most complex object in the known universe. Lyle Muller, PhD (@_mullerlab) uses computational tools and mathematical models to investigate this complexity and solve problems in sensory processing and memory. https://t.co/prnbF0Od75",0,0,0,0,0,0,0,1,1,1,neutral,0
2392,Western Mustangs,"RT @WesternMustangs : Today @WesternMustangs and @westernuSE continue to celebrate notable Black Western students and alumni. 

Today’s #WesternBlackExcellence features Schekinah Kienansatuko, a 4th year student on the #WesternMustangs Women’s Basketball Team. Learn more on Insta &amp; FB. 

#RunWithUs https://t.co/nuxR9lXa4X",0,2,0,0,2,1,0,3,1,4,positive,3
2393,Words Fest,"RT @WordsLDN : Coming up this week! Words is pleased to partner with @WesternU Alice Munro Creativity Chair Ivan Coyote (@ivancoyote) to host Richard Van Camp (@richardvancamp), virtually, for the Active Voice series this winter! #LdnOnt 

Registration free to all! https://t.co/vNJQIFw38l https://t.co/sPlJMzgqAd",1,1,0,1,1,0,0,1,1,2,positive,1
2394,Jane Thornton MD PhD OLY,"RT @JaneSThornton : Happy #NationalSkiToWorkDay! Not sure if that's a thing (yet) but it felt great to be able to ski from front door-to-clinic this morning in -16degC weather ????????

#EmbraceWinter #BringOnTheSnow #28for28 @WesternU #ldnont #CDNhealth #rockskisforthewin https://t.co/ILWXSCUUaI",0,1,0,0,1,0,0,1,0,1,positive,1
2395,Western University,"Inspired by the influential work being done by #WomenInSTEM, Amanda Rhodenzier's “Parshati in observatory basement” captures @parshatipatel, astrophysicist and educator, seen here in the basement of @westernuCRONYN Observatory. @westernuSpace https://t.co/P56GpfISvw",0,0,0,0,1,0,1,2,0,2,positive,2
2396,The Book Store at Western,"RT @booksatwesternu : Our Study Break Sale Starts NOW ?? New items have been added to our Clearance section. Save up to 30% on clothing including select Western toques, quarter zips, snapbacks, and more!

Shop clearance here while quantities last: https://t.co/YhbxN04BXU

@WesternU #westernu https://t.co/cC7DX5c8DS",0,0,0,0,1,0,1,2,0,4,positive,4
2397,CBC London,RT @CBCLondon : Western profs to explore laws and regulations for mining in outer space https://t.co/NbdZin7XDP https://t.co/tMLui3Lz3Y,0,1,0,0,0,0,0,0,0,0,neutral,0
2398,Western University,@stonedapethera1 Please contact @westernuTechSvs. Call in for assistance at 519 661-3800 or create a Service Desk ticket at https://t.co/elJRHbSIHF.,0,0,0,0,1,0,0,0,0,3,positive,3
2399,Western University,"Wherever our @westernuAlumni are, the new Purple Perk app is available! 

Download to access
• your digital alumni card,
• a chance to win one of two $250 Amazon gift cards 
• exclusive perks and offers, 
• upcoming events, 
• news stories, 
and more!
https://t.co/Yn8lM6g0Ga",0,1,0,0,1,0,2,0,0,2,positive,2
2400,Western University,"#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Feb. 8 through Friday, Feb. 12 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf",0,0,0,0,0,0,0,1,0,1,positive,1
2401,Western University,@stonedapethera1 It looks like you caught us during our weekly maintenance (every Sunday midnight until 6am).,0,0,0,0,0,0,0,1,0,0,neutral,0
2402,Western University,@stonedapethera1 Are you still having trouble?,0,0,0,0,0,0,0,0,0,0,neutral,0
2403,Joel Ivany,"RT @joelivany : Christopher Plummer gave the address at my ?@WesternU? convocation, which I will always remember. An inspiring artist and one of a kind. My memories bring me to this 1959 feature doc ‘The Performer’ w him, Teresa Stratas, Oscar Peterson &amp; others. RIP https://t.co/SMwAPBpuaJ",0,0,0,0,1,0,0,1,0,3,positive,3
2404,CTV London,RT @CTVLondon : Research from @WesternU shows knee realignment surgery could cut the need for knee replacements: https://t.co/jGwMMn5OmG,0,0,0,1,0,1,0,0,0,0,neutral,0
2405,Brescia University College,"RT @BresciaUC : It's #BlackHistoryMonth. At #BresciaUC, this month we will continue to engage in the important dialogue around recognizing racial inequality, while also celebrating Black culture, history and leading voices at the University and beyond.
 
More: https://t.co/MXEK7VXjBx https://t.co/hVtUCYzO0x",1,3,0,1,1,2,0,3,2,5,positive,3
2406,Western University,"Today, Western’s BSA kicks off #BlackHistoryMonth with a special virtual opening ceremonies that begins at 1:00 p.m. Eastern Time. Please find more information about today’s ceremony and future events here: https://t.co/uJCz98J1Wk @westernuSE #westernu",0,1,0,0,2,0,1,0,0,3,positive,3
2407,Western University,We would like to encourage everyone in our community to participate and support their incredible work. #westernu @westernuSE,0,0,0,0,1,0,0,1,0,2,positive,2
2408,Western University,"The Black Students’ Association has planned a series of online events to showcase the talents and the art of Black students and local community members, along with panel discussions and special guest speakers. #westernu @westernuSE",0,1,0,0,2,2,1,2,1,3,positive,2
2409,Western University,"#BlackHistoryMonth is a time to celebrate Black culture and accomplishments, understand the history of Black people in Canada, and most importantly at Western, to support and recognize the contributions our Black community is making everyday. #westernu https://t.co/koudR5TYmg",0,1,0,0,0,1,0,0,1,2,positive,1
2410,Gordon Oz Osinski,RT @drcrater : REALLY excited about this new #spacelaw #spacemining initiative led by @VOosterveld and @elsasteyn of @westernuLaw and funded through the 1st ever round of our @westernuSpace seed grants!!! @WesternU https://t.co/GWW212DpqG,0,1,0,0,1,0,1,1,0,1,positive,1
2411,Schulich WesternU,RT @SchulichMedDent : It sounds like an outrageous idea – putting engineered cancer cells back into patients to treat their cancer – but @John_A_Ronald says early studies in mice are showing it works. He is using these cells to deliver therapeutics right to the site of the tumour. #WorldCancerDay,2,1,3,3,1,3,2,1,4,2,negative,-2
2412,Western University,@okchillsiobhan tall shoes + short pants = ??though?,0,0,0,0,0,0,0,0,0,0,neutral,0
2413,Western University,"@eliashernandez @UWindsor @LisaPorter2 Congratulations, we're so excited for you both! ???? @westernuScience",0,1,0,0,1,0,1,1,0,1,positive,1
2414,Western University,"@RealProstateDoc @RRGonzalezMD @AlykaGlor @StanfordMed That means a great deal to us, thank you! #purpleandproud @schulichmeddent",0,1,0,0,1,0,1,1,0,1,positive,1
2415,Western University,Looking ahead: President Alan Shepard on plans for the current and upcoming academic terms at #WesternU. https://t.co/x6EJrDqoa7,0,0,0,0,0,0,0,2,0,3,positive,3
2416,Western University,"Congratulations to @ZamirFakirani on becoming the next @WesternUSC president for the 2021/2022 school year, and to everyone who was a part of this year's election process. Thank you to everyone who voted during the first ever all-virtual campaign season! #WesternU https://t.co/JZui3dfs3t",0,0,0,0,0,0,0,2,0,1,positive,1
2417,Western University,"@anoushkahem Congratulations, we're so excited for you! ????",0,1,0,0,1,0,1,1,0,1,positive,1
2418,Huron At Western,"RT @huronatwestern : Celebrate Black History Month with an incredible author &amp; activist. Join us Feb 10 at 7pm for A Conversation with Lawrence Hill. Lawrence has authored ten books, receiving national &amp; international recognition for his phenomenal work. More info/register: https://t.co/FHdfA0vyCp https://t.co/gcUxdLjlgr",0,1,0,0,1,1,1,1,1,3,positive,2
2419,Western University,Futurists have long dreamed of extracting resources from mineral-rich asteroids for use on Earth. Two #WesternU professors want to make sure laws for responsible space-mining catch up to the science. @westernuLaw @westernuSpace https://t.co/pL1mNF4owb,0,1,0,0,1,0,1,2,0,2,positive,2
2420,Western University,Do you have ideas to help undergraduate and graduate students have a more transformative experience? Help create a bold future for Western by sharing your ideas at: https://t.co/nc7ybMFEBS #westernu #ldnont #cdnPSE https://t.co/Bwh8Gi88VG,0,0,0,0,1,0,0,0,0,2,positive,2
2421,Western University,@JacobTaylor_18 We're keeping our fingers crossed for you too ???? https://t.co/Vu98bVdnZz,0,0,0,0,0,0,0,0,0,0,neutral,0
2422,WesternU Tech Svs,"RT @westernuTechSvs : After today's security update for Office 365 some iOS users may receive an ""email access is blocked"" message. To resolve, simply remove and re-add your #WesternU email account to get it to work. https://t.co/m0lQovumiJ https://t.co/PAtvqC18nk",1,0,0,1,0,1,0,1,1,0,negative,-1
2423,Western University,"Inconsistent instructions may be causing too-shallow #COVID19 test nasal swabs, according to new research from @SchulichMedDent and @lawsonresearch #westernu https://t.co/wyD4OFUM91",0,1,0,0,0,0,0,1,0,0,neutral,0
2424,CTV London,"RT @CTVLondon : From CTV's Gerry Dewan – Made from water-lily seeds, a pair of Western University students want people to pop this healthier choice.? https://t.co/tW9B6sn505",0,1,0,0,0,0,1,0,1,2,positive,1
2425,Western Alumni,"RT @westernuAlumni : Do you know an exceptional #WesternU grad? Consider nominating them for an Alumni Award of Merit!

Categories are:
• Dr. Ivan Smith Award, Western Alumni's highest tribute
• Professional Achievement Award
• Community Service Award
• Young Alumni Award
https://t.co/o3qMFLfmYb",0,4,0,1,4,0,3,5,1,8,positive,7
2426,"Saman Maleki, PhD",RT @SMImmunology : One week to our 2nd Immuno-Oncology symposium with participants from 16 countries. Still time to register (for free) to learn about cutting-edge cancer immunotherapy research. @SchulichMedDent @GeneCollector @mcquadeMDLAc @BernardAFox @TheVinodLab @max_diehn @lawsonresearch https://t.co/8DyQxXvQvi,2,1,2,2,0,2,0,0,2,1,negative,-1
2427,Gordon Oz Osinski,RT @drcrater : We usually welcome kids to the @WesternU campus for #MarchBreakCamp but not this year of course. BUT - registration is now OPEN for our 1st ever Virtual March Break Camp through our @westernuSpace Space Explorers program! Details below ?? #STEMeducation #STEM #purpleandproud https://t.co/TdMSQdD0Gk,0,0,0,0,0,0,1,0,0,1,positive,1
2428,Dr. Sarah Gallagher,"RT @scgQuasar : I asked my @WesternU first year physics students to name their tutorial groups, and one choose ""
The Sherlock Ohms.""  ??",0,0,0,0,0,0,0,0,0,1,positive,1
2429,Lawson Research,RT @lawsonresearch : Medical software licence underlines WORLDiscoveries success. Ting-Yim Lee's imaging software is an example of cutting-edge technology applied to improving health care. https://t.co/t19m6lIUaB @WORLDiscoveries @WesternU,1,2,1,2,1,1,0,1,1,4,positive,3
2430,Student Experience,"RT @westernuSE : Have you registered yet? The hirewesternu VIRTUAL Career Fair is happening this Thursday from 10-3! More than 50 employers will be available to meet you, and you'll get the chance to win prizes. Plan your networking and register for the Fair at https://t.co/eePGUhitCU @WesternU https://t.co/CYUz2LpElK",0,2,0,0,0,0,1,0,0,2,positive,2
2431,CTV London,RT @CTVLondon : What if Wiarton Willie was a bear? @WesternU historian finds bears may have been first forecasters in Canada: https://t.co/6QF1SdGAuh,1,0,0,1,0,0,0,0,0,0,neutral,0
2432,Western University,"An under-used type of #knee surgery in younger patients may reduce the need for total knee replacement, according to new #WesternU research @SchulichMedDent #osteoarthritis https://t.co/pejJpZaFZ4",0,0,0,1,0,1,0,0,0,1,positive,1
2433,Western University,"Extending lifetime of materials used in automobiles and nuclear reactors is latest discovery from @westernuEng professor @AbdolvandHamid, his team and collaborators at @esrfsynchrotron https://t.co/2Ahaf02hq2",0,0,0,0,0,0,0,2,0,2,positive,2
2434,Western University,Ting-Yim Lee's innovative imaging software helps guide treatment for patients who have had a stroke or cancer. His #WesternU research is one reason @WORLDiscoveries is a leader in new #techtransfer rankings. @SchulichMedDent @AUTM @GEHealthcare #ldnont https://t.co/3QzTgkDbds,1,0,1,2,0,2,0,2,2,3,positive,1
2435,Ontario Today,"RT @CBCOntarioToday : NOON: Online learning has been tough on kids &amp; parents. Today we have child &amp; adolescent psychiatrist Dr. Javeed Sukhera 
@javeedsukhera @SchulichMedDent @WesternU taking calls, w/ strategies to manage in these uncertain times. #pandemic #mentalhealth   
https://t.co/JVOb6gAD2v",1,2,1,2,1,2,1,2,4,3,negative,-1
2436,Western University,@GunstoneMelissa Hi Mel - transition to online delivery of our programs has not changed the amount that we are investing to ensure academic integrity and quality for our students. You can find more information here: https://t.co/qO4AAQLJKL,0,1,0,0,0,0,0,2,0,4,positive,4
2437,David Fisman,"RT @DFisman : This is fantastic.  @WesternU education prof @PrachiSrivas on the win-win of small class sizes: important for pandemic control, but even more so for learning.

https://t.co/9b8wZTKvwp",0,0,0,1,0,1,0,1,2,2,neutral,0
2438,Research2Reality,"RT @r2rnow : How and when should schoolchildren return to in-person learning? Are kids in schools driving community transmission of COVID-19, or is it the other way around? If we did a study like this, we could find out those answers for sure: https://t.co/gFEYhDJCUq via @WesternU https://t.co/cNeLYMa4PR",0,0,0,0,0,0,0,0,0,3,positive,3
2439,Gordon Oz Osinski,"RT @drcrater : Congratulations to Payam Momeni, a #PhD student in our @westernuEarth department, who is the inaugural recipient of the new scholarship in memory of the 4 @WesternU students lost on #Flight452 https://t.co/Ff3wZSfel8",0,2,0,0,1,1,0,0,1,1,neutral,0
2440,Western University,"Correction: The Opening Ceremonies are being held on Friday, February 5th.",0,0,0,0,0,0,0,0,1,0,negative,-1
