"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"92","University of Waterloo","#UWaterloo will have pop-up booster clinics on campus next week. The clinic will be located in the Student Life Centre basement area, in the old W Store Location.

?? Feb 23 from 9:30AM – 11:30AM &amp; Feb 24 from 1:30PM – 3:45PM

Any questions please email coronavirus@uwaterloo.ca https://t.co/VoMnjNOS5u",0,1,0,0,0,0,1,0,1,1,"neutral",0
"93","University of Waterloo","Chérisse Mike (BA ’17) uses her creative talents to tackle assumptions about Africa and the Caribbean and to address cultural misconceptions at #UWaterloo. Now, her message is rippling out across North America.

Read more: https://t.co/SFLWayBV21 | #UjimaBHM #BlackHistoryMonth https://t.co/b2gFiD6mUM",1,0,0,1,0,0,1,0,1,1,"neutral",0
"94","Waterloo Science","RT @WaterlooSci : Make sure you save the date - March 8 @ 3pm - for our #InternationalWomensDay high tea social!

Spend an hour cozied up in your favourite chair with a warm drink, and listen to our panel of amazing #UWaterlooSci alumni talking about how to #BreakTheBias!

https://t.co/2AjRzRirnm https://t.co/u7d15VwAxJ",0,0,0,0,1,0,0,1,0,2,"positive",2
"95","University of Waterloo","As we head into the Family Day long weekend and Reading Week, many #UWaterloo operations will be closed on Monday Feb 22nd and limited operations will resume on Wednesday, Feb 23rd, 2022. 

More details: https://t.co/BUaDZUpLqJ https://t.co/0DU0lhDS9v",1,1,0,0,0,1,0,0,1,1,"neutral",0
"96","University of Waterloo","#UWaterloo will have pop-up booster clinics on campus next week. The clinic will be located in the Student Life Centre basement area, in the old W Store Location.

?? Feb 23 from 9:30AM – 11:30AM &amp; Feb 24 from 1:30PM – 3:45PM

Any questions please email coronavirus@uwaterloo.ca https://t.co/ZzVW23Jx6I",0,1,0,0,0,0,1,0,1,1,"neutral",0
"97","University of Waterloo","#WelcomeBackWarriors! For some of you, this is the first time you've set foot on campus. For others, it's simply been too long. We wanted to ask how you're feeling now that it's been two full weeks since in-person classes resumed @UWaterloo and your responses delighted us! ???? https://t.co/tAjj1xrrC3",1,4,1,1,2,1,2,1,1,3,"positive",2
"98","University of Waterloo","#UWaterloo students looked into how to create a fun and immersive viewing experience for NHL fans using 5G technology. Students worked alongside mentors from @ConceptUW's experiential innovation hub to come up with innovative solutions. 

Read this story: https://t.co/6WdBJqqwhi https://t.co/rcfLgXuCJC",0,1,0,0,2,0,0,0,0,4,"positive",4
"99","University of Waterloo","We will continue to monitor weather conditions throughout the day and provide updates as necessary via @UWaterloo and our Weather Statement page: https://t.co/hUeT06Mu7A | #ONStorm",0,1,0,0,0,0,0,3,0,3,"positive",3
"100","University of Waterloo","All #UWaterloo campuses are open, however please use caution if travelling today. Public transit is running as scheduled and crews have been working to clear snow on campus throughout the night. https://t.co/QcsGn1wgPl",1,2,0,1,0,0,0,0,1,2,"positive",1
"101","University of Waterloo","Travelling to #UWaterloo tonight? Be sure to exercise caution due to forecasted weather conditions. ?????

We will continue to monitor the weather overnight and provide updates as necessary via @UWaterloo and our Weather Statement page by 6am: https://t.co/hUeT06Mu7A | #ONStorm https://t.co/u7RIdggoxC",1,2,0,1,0,0,0,3,1,3,"positive",2
"102","University of Waterloo","2/2 The new Cyber Security Innovation Network will support further research and development, increase commercialization opportunities, and develop skilled cybersecurity talent across Canada.

Read more: https://t.co/uOUsgUBwQC https://t.co/KwFdgMsXyE",0,2,0,0,0,0,0,0,0,5,"positive",5
"103","University of Waterloo","1/2 Today, the Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry announced that the National Cybersecurity Consortium will receive up to $80M to lead the Cyber Security Innovation Network. #UWaterloo is one of five founding members of the NCC.",0,1,0,0,0,0,0,0,0,2,"positive",2
"104","Waterloo Environment","RT @envwaterloo : Registration for #TogetherEnsemble2022 is now LIVE! Join thought leaders from across Canada for critical conversations on #climateaction, #systemschange, #reconciliACTION and pathways to progress on the #SDGs. Don’t miss out Mar 2-4! 
Register here: https://t.co/7WrPAVSMjn https://t.co/msWs6dMFEC",0,2,0,0,1,0,0,1,1,3,"positive",2
"105","Waterloo Environment","RT @envwaterloo : Do you have a solution to a major global problem? Apply to the World's Challenge Challenge! Winners will be eligible for $3,000 total prize money.

Sign up now: https://t.co/xVWJYY59bz https://t.co/bwHVkTcgaV",2,1,0,2,1,1,1,1,2,4,"positive",2
"106","Waterloo Mathematics","RT @WaterlooMath : Donald Phillips’s career started with @UWaterloo co-op education program. He says “I’m a work-based learning success story!” With time, he found a love for making a difference by working with students to set career goals. Click to read the full story https://t.co/xu8WXvQrhG ??",0,3,0,0,3,0,0,1,0,7,"positive",7
"107","University of Waterloo","Iyinoluwa? “E” ?Aboyeji ?(BA ’12) is a serial entrepreneur who doesn’t consider his ventures a success unless they improve society. That's where @anafricanfuture comes in. 

 Read his story: https://t.co/h8pjUMeKAI | #UjimaBHM #BlackHistoryMonth https://t.co/xNioXFXXg6",0,3,0,0,2,0,0,1,0,2,"positive",2
"108","Waterloo Research","RT @UWResearch : Don't forget to register for the Feb 17 Research Talks with special guest, The Right Honorable @MichaelleJeanF, 27th Governor General and Commander in Chief of Canada (2005-2010). Her lecture, honouring #blackhistorymonth2022 is sure to inspire you! https://t.co/Mdnmj3dpeO https://t.co/qUf8eTQBkl",0,1,0,0,2,0,0,4,1,4,"positive",3
"109","University of Waterloo","March 8 marks International Women’s Day, a global observance that celebrates the social, economic, cultural and political achievements of women. Join  #UWaterloo as we celebrates through a virtual #InternationalWomensDay keynote and panel discussion.

??https://t.co/CaHst7JEuQ https://t.co/GLxqOXq8NK",0,0,0,0,0,0,0,0,0,4,"positive",4
"110","University of Waterloo","Happy #LanternFestival to our community members and others celebrating the tradition. Lantern Festival or Yuan Xiao Jie, Yuanxiao Festival (???) is celebrated in many Asian countries on the 15th day of the first lunar month, two weeks after the Lunar New Year. https://t.co/OOfVpClaeH",0,4,0,0,4,0,1,1,0,5,"positive",5
"111","University of Waterloo","Read more about Kyne Santos in our #UWaterlooMagazine. https://t.co/vfE6lxAYQ1",0,0,0,0,0,0,0,0,0,0,"neutral",0
"112","University of Waterloo","#UWaterlooAlumni @onlinekyne is interviewed on @NPR's podcast #shortwave on math concepts and riddles. 

More here: https://t.co/kltP8IDQyO https://t.co/GWnbiykKMo",0,0,0,0,0,0,0,0,0,0,"neutral",0
"113","University of Waterloo","PhD candidate Jonathan Zi En Chan worked with @DrCSTaylor, to uncover Black student and faculty experiences and the evolution of Black Studies at #UWaterloo. 

Read more about the history of Black experience at #UWaterloo from the 1960s -1990s: https://t.co/ZTQbHBbGIW | #UjimaBHM https://t.co/n62woRa1rk",0,0,0,0,0,1,1,1,1,3,"positive",2
"114","University of Waterloo","Kate Larson, a professor in @UWCheritonCS and her colleagues have argued that if AI does not engage well with humans, it could fail to deliver benefits.

Read more: https://t.co/YLbs3mFfsN https://t.co/CzpVw4Yyua",0,0,0,0,0,0,0,1,0,1,"positive",1
"115","University of Waterloo","Submissions are open for @WISA_UW's student competition seeking a net-zero energy and carbon-neutral performance designs for a sustainable flight school of the future. 

Winners will be eligible for $8,500 total prize money. 

Learn more: https://t.co/vl9hxTm0wP https://t.co/FTGZI6noe2",1,3,0,0,1,0,1,3,1,3,"positive",2
"116","University of Waterloo","Danyka Byrnes, a PhD student in @WaterlooENG's collaborative Water program is doing research on hydrology and biogeochemistry. She is studying how nutrients from farming and fossil fuel impacts water quality across space and time.

More: https://t.co/veeI7DcdET | @DanykaKByrnes https://t.co/qwA12m7VG6",0,1,0,0,0,0,0,0,0,0,"neutral",0
"117","University of Waterloo","In this #BeyondTheBulletin episode, @skearns4 of @WISA_UW discusses sustainability solutions in #aeronautics to address social, economic and environmental challenges the aviation industry faces.

More: https://t.co/Nuhg80ljE2 https://t.co/bAxdfM770J",0,0,0,0,0,0,0,0,0,0,"neutral",0
"118","University of Waterloo","We hope you had a fantastic first week back! Your safety remains our priority and #UWaterloo has updated a number of measures to help keep our community safe and healthy.

 Read more: https://t.co/D0i1EAY4z3 https://t.co/jHLX9ELN9z",0,1,1,1,2,0,1,3,1,5,"positive",4
"119","University of Waterloo","#WelcomeBackWarriors! The atmosphere on campus is incredible. We understand that there is a lot to adjust to, particularly after studying and working remotely for so long. However, we are ecstatic to see our Warriors back in their rightful place. https://t.co/dcoOXfPWxF",0,2,0,0,1,0,1,0,0,3,"positive",3
"120","Waterloo Environment","RT @envwaterloo : Brian Doucet, an Associate Professor and Canada Research Chair at #uwplanning weighs in on Ontario's 'affordable housing' report.

@ConversationCA @bmdoucet 
Read more: https://t.co/WDNwTP6Eac https://t.co/Yc5hSUnBgX",0,0,0,0,0,0,0,2,0,2,"positive",2
"121","University of Waterloo","Margaret Mutumba founded MedAtlas, an affordable telemedicine healthcare platform that connects patients to a specialist from anywhere in Africa.

Read her story: https://t.co/wpY3pAoCfa |  #UjimaBHM #BlackHistoryMonth https://t.co/UCATwtAyRg",0,0,0,0,0,0,0,1,0,0,"neutral",0
"122","Velocity","RT @UWVelocity : “We are grateful for ISC and SSC’s commitment in furthering Canadian innovation and their recognition of our Zero Trust Network Access platform.”

Velocity portfolio company @agilicus awarded a Govt. of Canada contract for their cyber security platform ?? https://t.co/BBIhIL49ay",0,1,0,0,0,0,0,1,0,3,"positive",3
"123","University of Waterloo","The project is now funded by the Social Sciences and Humanities Research Council, the Canada Council for the Arts, and #UWaterloo.

https://t.co/yLbXMyyost",0,1,0,0,0,0,0,1,0,1,"positive",1
"124","University of Waterloo","Professor Keleta-Mae created her Black And Free Research-Creation project to help with researching and teaching about understanding Black freedom. 

Read her story: https://t.co/yLbXMyyost |  #UjimaBHM #BlackHistoryMonth https://t.co/keScyHpmkf",0,0,0,0,1,1,0,3,1,3,"positive",2
"125","University of Waterloo","Researchers at UWaterloo created the first computational model that simulates many variables affecting the transmission of COVID-19 to slow the spread of variants.

Read more: https://t.co/ocHkrFauJ0 | #UWaterlooNews https://t.co/YNusAsr5CY",0,0,0,0,0,0,0,0,0,1,"positive",1
"126","University of Waterloo","When @UWaterloo's Chekema Prince stood on stage in 2016 to accept a $25k award for her startup, she was hopeful: “I felt that I was standing on that stage as a representation of what entrepreneurs would look like in the future.” More: https://t.co/Hpis9rVwDF | #UWaterlooMagazine https://t.co/ULcKHMbwBI",0,2,0,0,2,0,2,2,0,4,"positive",4
"127","Waterloo Engineering","RT @WaterlooENG : The future of Battery Management Systems (BMS) is in safe hands as @UWaterloo Chemical Engineering PhD student, Manh-Kien Tran works towards building a smart cloud-based BMS that allows users store endless amounts of battery data. Read more: https://t.co/eLwmYpVS8K",2,1,0,1,2,1,0,3,2,5,"positive",3
"128","University of Waterloo","Everyone is welcome to join the #UWaterloo’s #Ujima Black History Month research and learning event focused on Black experience in Canada. Hosted by Akua Asare-Anim, with talks by Nancy Eleanor Reeves, Dr. Clive Forrester, and Aaron Francis.

Learn more: https://t.co/EU3iaLccno https://t.co/xfrim2PiEi",0,0,0,0,0,1,0,0,1,3,"positive",2
"129","University of Waterloo","As #UWaterloo welcomes faculty, staff and students back for in-person learning and working experiences, the University has updated a number of measures to keep our community safe and healthy.

Read more here: https://t.co/D0i1EAYCoB https://t.co/wRivoOyuRM",0,1,0,0,1,0,0,2,0,7,"positive",7
"130","UWaterloo News","RT @UWaterlooNews : Q and A with the experts: COVID-19 home treatment approved. 

Professor Kelly Grindrod answers questions about Pfizer’s COVID-19 antiviral treatment Paxlovid.

Read more: https://t.co/G2oOtnIuGU | #UWaterlooNews https://t.co/Oz5mCUBRc7",0,0,0,0,0,0,0,1,0,1,"positive",1
"131","Waterloo Environment","RT @envwaterloo : We are #UWaterlooProud!! First year #uwplanning student, @MaddieSchizas skates her way into the Olympics with her debut performance.

@UWaterloo https://t.co/wE9UeUz5BS",0,0,0,0,0,0,0,0,0,0,"neutral",0
"132","University of Waterloo","Ujima Black History Month 2022 at #UniversityWaterloo is a collaborative initiative by faculty and staff from @uwaterlooHREI, @uwaterlooARTS and the Dean of Arts Office.

Read more about #UWaterloo's Ujima Black History Month 2022: https://t.co/W16JrKV0Qx 
#UjimaBHM https://t.co/BrwOA55qsf",0,0,0,0,0,1,0,1,1,1,"neutral",0
"133","University of Waterloo","Congratulations to @MaddieSchizas on her incredible performance at the #OlympicGames! We are #UWaterlooProud! ???? https://t.co/pLdYk9z79c",0,0,0,0,0,0,0,0,0,0,"neutral",0
