,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Dr. Nicole Campbell,Western University,,,,,,,,,,,,2021-12-22T19:44:01.000Z,Wed Dec 22 19:44:01 +0000 2021,0,"RT @drsoup09 : Thank you to all the wonderful people @WesternU (and beyond) for making the past year a bit easier. I am lucky to have incredible leadership, colleagues, and friends @westernuPandP @SchulichMedDent. I hope you all take time to rest, you earned it! Until next year… https://t.co/ZrvU2BqBPP",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,3,photo,https://pbs.twimg.com/media/FHNwnSgXoAIC8Y1.jpg,
Western University,Western University,,,,,,,,,,,,2021-12-22T17:44:01.000Z,Wed Dec 22 17:44:01 +0000 2021,13,"Thanks to made-in-Canada technology, the #JamesWebbSpaceTelescope may help astronomers get the clearest images yet of the universe's outer limits. 

Hear from @westernuSpace's @scgQuasar, Els Peeters and @starmanjan on what @NASAWebb could reveal about other worlds. ?? #westernu https://t.co/rL9mHbC514",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/globeandmail/status/1473470865236914177 ,2,4,,,
Schulich WesternU,Western University,,,,,,,,,,,,2021-12-22T15:44:01.000Z,Wed Dec 22 15:44:01 +0000 2021,0,"RT @SchulichMedDent : A @WesternU research team’s novel approach to developing a COVID-19 vaccine shows promise in inducing a robust immune response, early data shows.",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,,,
Western University,Western University,,,,,,,,,,,,2021-12-22T14:00:02.000Z,Wed Dec 22 14:00:02 +0000 2021,9,"This is Giselle’s story. Partnering with @peelpolice, she was challenged to consider how she could apply course theory to effect change in her community and encourage others to listen and reflect in difficult conversations. What stories will you tell? https://t.co/ZrnlrFWgxA https://t.co/0csgmaLDXO",1,en,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",Tweet,http://experience.uwo.ca/students/inmyexperience ,0,1,video,https://video.twimg.com/amplify_video/1471172650806525956/vid/1280x720/42ZXvpI-D0X8l4Lf.mp4?tag=14,
Tourism London ????,Western University,,,,,,,,,,,,2021-12-22T01:56:01.000Z,Wed Dec 22 01:56:01 +0000 2021,0,"RT @tourism_london : Brighten up the holiday season with these beautiful light displays illuminating homes across #LdnOnt + area. ??

See more here ?? https://t.co/b7npbT3R2x",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://lfpress.com/news/local-news/photos-lighting-up-the-holidays-with-christmas-lights-galore ,1,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-21T18:22:01.000Z,Tue Dec 21 18:22:01 +0000 2021,14,"Renowned playwright, pianist, novelist and @westernualumni Tomson Highway reflects on the cherished childhood memories that make up his award-winning memoir Permanent Astonishment. @westernuMusic #purpleandproud @PenguinRandomCA #westernu https://t.co/dUy6gU2hH0",7,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/12/laughter-love-and-permanent-astonishment-mark-grads-new-memoir/ ,2,3,,,
Western Mustangs,Western University,,,,,,,,,,,,2021-12-21T17:22:01.000Z,Tue Dec 21 17:22:01 +0000 2021,0,"RT @WesternMustangs : What a year it has been #Mustangs! As we look forward to the holiday break, we want to say a great BIG thank you to our #WesternMustangs students, staff, &amp; fans for their support, dedication &amp; patience this term. We hope you have a safe &amp; enjoyable winter break! ??

#RunWithUs https://t.co/rcvwBpzfWm",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,3,0,video,https://video.twimg.com/ext_tw_video/1473314947945873415/pu/vid/428x360/ypl6ivc4CCt10DnR.mp4?tag=12,
Western University,Western University,,,,,,,,,,,,2021-12-21T14:12:25.000Z,Tue Dec 21 14:12:25 +0000 2021,0,"@Ssaaanaa @westernuAlumni hi, we sent you a DM!",0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,0,2,,,
Middlesex Centre,Western University,,,,,,,,,,,,2021-12-21T13:50:00.000Z,Tue Dec 21 13:50:00 +0000 2021,0,RT @MiddlesexCentre : Over the winter we'll be working with @WesternU MES students to research technologies and best practices for achieving net-zero-carbon arenas. We're excited to be partnering with the students on this sustainable municipal infrastructure project. https://t.co/hFxpLeiyxz,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/FHEDm1XXMAcimnk.jpg,
CTV London,Western University,,,,,,,,,,,,2021-12-21T00:33:01.000Z,Tue Dec 21 00:33:01 +0000 2021,0,RT @CTVLondon : New vaccine being developed at @WesternU showing early promise in producing a stronger and longer-lasting immunity to COVID-19. https://t.co/1uur2ZHSO7,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://london.ctvnews.ca/western-researchers-finding-early-success-with-new-covid-19-vaccine-1.5714125?cid=sm%3Atrueanthem%3Actvlondon%3Amanualpost&taid=61c0bf4ed486670001013d51&utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=facebook ,0,1,,,
Western Libraries,Western University,,,,,,,,,,,,2021-12-20T23:23:01.000Z,Mon Dec 20 23:23:01 +0000 2021,0,"RT @westernulibs : Almost there, Mustangs – just a few days to go! We believe in you. ??

Reminder: All Western Libraries locations are closed Dec. 23 to Jan. 4. Service updates and hours can always be found on https://t.co/svrSYJYCoq.

?? The Music Library's ""positivi-tree"" 

#WesternU https://t.co/iWDTPR2vY9",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://www.lib.uwo.ca ,1,0,photo,https://pbs.twimg.com/media/FHDnNMUXsAAYIdM.jpg,
Western University,Western University,,,,,,,,,,,,2021-12-20T20:15:00.000Z,Mon Dec 20 20:15:00 +0000 2021,51,"The #WesternU community has shown remarkable resilience this past year and rallied in response to some extraordinary challenges. 

Best wishes for a restful and joyful holiday.

Alan Shepard
President &amp; Vice-Chancellor",26,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,1,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-20T17:15:42.000Z,Mon Dec 20 17:15:42 +0000 2021,3,"The #WesternU Vaccination &amp; Testing Centre is unable to accept additional walk-in appointments for today. 

Vaccinations will be provided to those with booked appointments. To see Centre hours and book appointments visit:
https://t.co/wRnrrbudwo",2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/vaccine.html ,1,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-20T16:35:01.000Z,Mon Dec 20 16:35:01 +0000 2021,10,"Using her scientific knowledge and sense of whimsy, @westernuAlumni Martina Celerin builds a unique story for every piece she weaves. 
@westernuScience #westernu #purpleandproud
https://t.co/YBYlQMhhb2",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://alumni.westernu.ca/alumni-gazette/fall-2021/artist-weaves-love-of-science-into-tapestries.html ,2,2,,,
Western University,Western University,,,,,,,,,,,,2021-12-20T15:07:57.000Z,Mon Dec 20 15:07:57 +0000 2021,36,"Using a virus vector, #WesternU researchers have a #COVID19 vaccine in development with the possibility of producing stronger and longer-lasting immunity against variants. @SchulichMedDent #ldnont
https://t.co/pNUdgHhHmL",12,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2021/12/novel-covid-19-vaccine-shows-promise/ ,3,1,,,
City of London,Western University,,,,,,,,,,,,2021-12-19T19:19:01.000Z,Sun Dec 19 19:19:01 +0000 2021,0,"RT @CityofLdnOnt : As you make plans to celebrate the holidays with family and friends, please stay safe and adhere to @MLHealthUnit recommendations for holiday gatherings this year. 

We look forward to a healthy new year.

#LdnKindness https://t.co/XezHG188N7",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/FG6WZ0OWQAQgi3g.jpg,
Schulich WesternU,Western University,,,,,,,,,,,,2021-12-19T18:45:01.000Z,Sun Dec 19 18:45:01 +0000 2021,0,"RT @SchulichMedDent : Dr. Nitin Mohan (@nitin_m85) is looking forward to sharing simple holiday pleasures this year. He is one of 50 experts weighing in with advice for celebrating the holidays safely. Via @TorontoStar

https://t.co/pCDLgbpHZT",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.thestar.com/news/gta/2021/12/15/omicron-is-making-the-holidays-complicated-50-covid-experts-offer-their-advice.html ,0,2,,,
Western University,Western University,,,,,,,,,,,,2021-12-19T14:18:00.000Z,Sun Dec 19 14:18:00 +0000 2021,10,"Is math the solution for tackling problems in seemingly disparate fields? Read more about current research from PhD candidate Tedi Ramaj!

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuScience @VPRWesternU",3,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,2,,,
Baljit Singh,Western University,,,,,,,,,,,,2021-12-19T03:33:01.000Z,Sun Dec 19 03:33:01 +0000 2021,0,"RT @VPR_USask : As part of bet with my friend and fearless @VPRWesternU @LesleySRigg and in recognition of @WesternU @VanierCup victory wearing and looking good, I think,  in @WesternMustangs shirt https://t.co/YTbz7z9D0H",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,5,photo,https://pbs.twimg.com/media/FG0QutDXMA0g8iy.jpg,
Arts & Humanities,Western University,,,,,,,,,,,,2021-12-19T00:33:01.000Z,Sun Dec 19 00:33:01 +0000 2021,0,"RT @westernuArts : Congratulations to our Alice Munro Chair in Creativity, Ivan Coyote, @ivancoyote, for their book ""Care Of"" being named one of the best Canadian nonfiction by @cbcbooks 
https://t.co/DXM8jkl2AX

#westernuniversity #westernuarts #westernuenglish #creativity #ldnont",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.cbc.ca/books/the-best-canadian-nonfiction-of-2021-1.6276723 ,5,2,,,
Christine Stapleton,Western University,,,,,,,,,,,,2021-12-18T21:19:01.000Z,Sat Dec 18 21:19:01 +0000 2021,0,RT @Coachstapleton : To our resilient and strong @WesternMustangs family - we will be ready to return when it is safe to do so and until then stay safe and be well!  #westernU #goStangs https://t.co/T2jqgWBNVh,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://twitter.com/OUAsport/status/1471933265774878722 ,2,1,,,
MLHealthUnit,Western University,,,,,,,,,,,,2021-12-18T19:19:00.000Z,Sat Dec 18 19:19:00 +0000 2021,0,"RT @MLHealthUnit : Today, the Ontario Government announced additional public health measures, including capacity and social gathering limits (effective Sunday, December 19), to respond to the rapidly-spreading and highly transmissible Omicron variant. https://t.co/3h12vSn2rI #LdnOnt #Middlesex /1",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://news.ontario.ca/en/release/1001366/ontario-further-strengthening-response-to-omicron ,2,0,,,
Western W Hockey,Western University,,,,,,,,,,,,2021-12-18T17:17:01.000Z,Sat Dec 18 17:17:01 +0000 2021,0,RT @WesternWHKY : With a little downtime from games players raised funds to donate to Toys for Tots London.  We want to thank all who donated! Especially Coach Blair with pretty cool toys from MAC Tools #PayItForward https://t.co/bI2WSFgKea,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FGmjwODXMBI-gVM.jpg,
Ivey Business School,Western University,,,,,,,,,,,,2021-12-18T13:42:01.000Z,Sat Dec 18 13:42:01 +0000 2021,0,"RT @iveybusiness : 2021 was a year of growth and transition for Ivey. Here's a look back at the events that defined the last 12 months. 
https://t.co/WtxC7xjcKL",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.ivey.uwo.ca/news/news-ivey/2021/december/ivey-headlines-top-stories-of-2021/ ,0,0,,,
Arthur Labatt Family School of Nursing,Western University,,,,,,,,,,,,2021-12-18T01:56:01.000Z,Sat Dec 18 01:56:01 +0000 2021,0,"RT @westernuNursing : Today, @Carolyn_Bennett announced @GovCanHealth is providing over $100,000 to @WesternU towards @FordGilboe and her team developing a free, mobile app to support survivors and those of risk of intimate partner violence. @westernuFHS @VPRWesternU   https://t.co/ivxCy31Ylt",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.canada.ca/en/public-health/news/2021/12/government-of-canada-announces-funding-to-support-survivors-of-intimate-partner-violence.html ,0,6,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:28.000Z,Fri Dec 17 21:31:28 +0000 2021,11,"Please consider keeping your gatherings small over the winter break to minimize the impact to our community and the one you may be returning home to. 

We want every member of Western, Brescia, Huron and King’s – their friends and family included – to stay healthy.",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:27.000Z,Fri Dec 17 21:31:27 +0000 2021,11,"Research activity will continue on campus and libraries will re-open January 4. Staff, faculty and graduate students continue to have access to campus, labs and offices.",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:27.000Z,Fri Dec 17 21:31:27 +0000 2021,5,International and exchange students arriving and returning to our community will receive more information and guidance in the coming days. @westernuIntl,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:26.000Z,Fri Dec 17 21:31:26 +0000 2021,8,"With these changes in mind, we are asking students to delay their return to residence, where possible, until in-person learning resumes on January 31. Students living in residence will receive more information in the next few days. @westernuhousing",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:26.000Z,Fri Dec 17 21:31:26 +0000 2021,10,"A delayed start of classes will provide time for our faculty and staff to shift classes to virtual platforms, and to prepare to provide the best experience possible for our students. 

The university will also reopen one day later than scheduled on Tuesday, January 4, 2022.",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T21:31:25.000Z,Fri Dec 17 21:31:25 +0000 2021,156,"After consultation with health experts and campus leaders, and with the approval of Western’s Senate, we are delaying the start of the winter term to January 10, 2022. Most classes on main campus and at affiliates will be virtual until January 31, 2022. 
https://t.co/TBeIzWxYuc",119,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.uwo.ca/coronavirus/updates/dec17-2021.html ,0,0,,,
GC Newsroom,Western University,,,,,,,,,,,,2021-12-17T20:01:01.000Z,Fri Dec 17 20:01:01 +0000 2021,0,"RT @NewsroomGC : Minister Bennett announces funding to @WesternU to develop free, evidence-based, mobile app to safely support survivors of intimate partner violence and those at risk. Read more:
https://t.co/5IQv48iw12",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://ow.ly/lviK103fS9b ,0,1,,,
Student Experience,Western University,,,,,,,,,,,,2021-12-17T18:05:01.000Z,Fri Dec 17 18:05:01 +0000 2021,0,"RT @westernuSE : Wellness and Well-being services are moving to Thames Hall ?

The wait is over. This January all our services will be together under one roof in the newly renovated Thames Hall. For updated timelines of services moving, please visit https://t.co/OfbsflKmFr #westernu https://t.co/IvQBOmVgi1",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://thameshall.uwo.ca ,1,0,photo,https://pbs.twimg.com/media/FG0WS3bX0Ak0PbS.jpg,
Western University,Western University,,,,,,,,,,,,2021-12-17T16:05:11.000Z,Fri Dec 17 16:05:11 +0000 2021,0,@AshleyroweWKBW @westernuAlumni So cute! ??,0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,,0,2,,,
Western University,Western University,,,,,,,,,,,,2021-12-17T14:05:22.000Z,Fri Dec 17 14:05:22 +0000 2021,0,"@SteveRR12 Hi there, sorry to hear you are still waiting for details. You can use this chat feature to connect directly with staff who can assist you:
https://t.co/cB0Iny3LAr",0,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,https://westernchat.uwo.ca/ ,0,1,,,
