,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
U of T Arts & Science Registrar,University of Toronto,,,,,,,,,,347,,2022-02-07T18:01:01.000Z,Mon Feb 07 18:01:01 +0000 2022,0,"RT @ArtSciRegistrar : If you’re planning to be on-campus for in-person classes, welcome back @UofTArtSci  students! Don’t forget to use UCheck’s self-assessment tool before you arrive.  

Questions? Visit the COVID-19 Undergraduate Student FAQs page ??  https://t.co/OAFmQ8xJVI https://t.co/MP4PVhtgGd",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3oqQg3N ,0,1,photo,https://pbs.twimg.com/media/FLAKenfWYAUUnbA.jpg,https://pbs.twimg.com/media/FFDfw7QXMAAEK9I.jpg
University of Toronto,University of Toronto,,,,,,,,,,348,,2022-02-07T17:20:40.000Z,Mon Feb 07 17:20:40 +0000 2022,22,"Welcome back, #UofT! Here are 5 tips to make sure you're campus ready. For more tips, please visit us at https://t.co/TiJyWsVNHW. ? https://t.co/CGpUbvQJLL",9,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,http://utoronto.ca/utogether ,1,0,video,https://video.twimg.com/amplify_video/1490737246831579141/vid/480x1038/HQ6A8ZqUDUbh8YuJ.mp4?tag=14,
University of Toronto,University of Toronto,,,,,,,,,,349,,2022-02-07T16:01:15.000Z,Mon Feb 07 16:01:15 +0000 2022,68,Canada must invest in life sciences ecosystem to prepare for future health threats: #UofT's @ChristineAllenW in @TheHillTimes ?? https://t.co/tOrcv8vBzN https://t.co/T1aPIrFyWr,9,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xP ,1,2,photo,https://pbs.twimg.com/media/FLASmghXEAQADb1.jpg,
University of Toronto,University of Toronto,,,,,,,,,,350,,2022-02-07T15:10:15.000Z,Mon Feb 07 15:10:15 +0000 2022,46,#BESTEMM2022: @CanBlackSci conference highlighting Black excellence in sciences draws participants from across Canada #UofT ?? https://t.co/WTpUxtEigz https://t.co/87h4MvtC5A,11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xO ,2,1,photo,https://pbs.twimg.com/media/FLAJW0lXMAE7S1s.jpg,https://pbs.twimg.com/media/FFC7n1UWYAE5FdK.jpg
University of Toronto,University of Toronto,,,,,,,,,,351,,2022-02-06T19:56:00.000Z,Sun Feb 06 19:56:00 +0000 2022,8,"Restrictions were put in place on the St. George campus over the weekend out of an abundance of caution due to protests in the Queen’s Park area, but the campus was quiet. The #UofT campuses in Mississauga @UTM &amp; Scarborough @UTSC were unaffected. (7/7)",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,2,,,https://pbs.twimg.com/media/FE9wY-RVcAkZ5uw.jpg
University of Toronto,University of Toronto,,,,,,,,,,352,,2022-02-06T19:56:00.000Z,Sun Feb 06 19:56:00 +0000 2022,8,"Check the campus status website for any further changes before travelling. High priority info will be shared through the emergency alerts system (UTAlert). Register for UTAlert at: https://t.co/BDbXl5mUN1

The Campus Safety Communications Centre is open 24/7: 416-978-2222. (6/7)",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://utoronto.ca/alerts ,0,0,,,https://pbs.twimg.com/media/FE-t_rsXwAoLvwM.jpg
University of Toronto,University of Toronto,,,,,,,,,,353,,2022-02-06T19:55:59.000Z,Sun Feb 06 19:55:59 +0000 2022,7,The City of Toronto may keep some roads around the Queen’s Park area closed Sunday &amp; Monday. Check the city’s road-closure website &amp; give yourself more time to reach your destination. https://t.co/6xXV6oeS5s (5/7),0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map ,0,0,,,https://pbs.twimg.com/media/FE92Df5XsAINKWM.png
University of Toronto,University of Toronto,,,,,,,,,,354,,2022-02-06T19:55:59.000Z,Sun Feb 06 19:55:59 +0000 2022,8,"Vehicle access on campus will be restored &amp; parking lots reopened Monday. These remain closed Sunday.

The shuttle bus between @UTM &amp; St. George will operate normally Monday. (4/7)",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/FE966M4X0AgDW0s.jpg
University of Toronto,University of Toronto,,,,,,,,,,355,,2022-02-06T19:55:59.000Z,Sun Feb 06 19:55:59 +0000 2022,9,"The Robarts &amp; Gerstein libraries, the Athletic Centre, Goldring Centre, Varsity Centre, &amp; Hart House will reopen Monday as usual. They remain closed Sunday. (3/7)",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/FE5EV4mXMAATlBb.jpg
University of Toronto,University of Toronto,,,,,,,,,,356,,2022-02-06T19:55:59.000Z,Sun Feb 06 19:55:59 +0000 2022,8,"Normal building access on the St. George campus will be restored Monday. Students, faculty, librarians, &amp; staff are able to enter most facilities for regular activities Sunday using keys &amp; security fobs. (2/7)",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/FE4-YNPXMAEeOTi.jpg
University of Toronto,University of Toronto,,,,,,,,,,357,,2022-02-06T19:55:58.000Z,Sun Feb 06 19:55:58 +0000 2022,57,"SUNDAY UPDATE: All #UofT activities will take place as originally planned Monday in accordance with the move to increased in-person learning, research, &amp; work. As a reminder, students should refer to the info specific to each campus &amp; Faculty here: https://t.co/NcSV0zaTrq (1/7)",33,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://utoronto.ca/utogether/information-by-faculty ,1,0,,,https://pbs.twimg.com/media/FE4uAbKWUAsIDMr.jpg
University of Toronto,University of Toronto,,,,,,,,,,358,,2022-02-05T15:23:33.000Z,Sat Feb 05 15:23:33 +0000 2022,14,"#UofT will provide another update tomorrow as the situation evolves. High priority information will be shared through the emergency alerts system (UTAlert). Register for UTAlert: https://t.co/BDbXl5mUN1 
 
The Campus Safety Communications Centre is open 24/7: 416-978-2222. (5/5)",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://utoronto.ca/alerts ,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,359,,2022-02-05T15:23:33.000Z,Sat Feb 05 15:23:33 +0000 2022,11,"You will notice an increased police presence in the area around Queen’s Park; the City of Toronto has closed surrounding roads and parking.  
 
The U of T campuses in Mississauga @UTM and Scarborough @UTSC remain open. (4/5)",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,https://pbs.twimg.com/media/FEz5Ko_WUAI9OAH.jpg
University of Toronto,University of Toronto,,,,,,,,,,360,,2022-02-05T15:23:32.000Z,Sat Feb 05 15:23:32 +0000 2022,7,"Out of an abundance of caution, the Robarts and Gerstein libraries, the Athletic Centre, Goldring Centre, Varsity Centre, and Hart House will remain closed over the weekend. Vehicle access on campus is restricted and on-campus parking lots are unavailable. (3/5)",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
University of Toronto,University of Toronto,,,,,,,,,,361,,2022-02-05T15:23:32.000Z,Sat Feb 05 15:23:32 +0000 2022,10,"The University is open but access to our buildings on the St. George campus remains restricted. Students, faculty, librarians, and staff are able to enter most facilities for regular activities using keys and security fobs. (2/5)",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/FEu47nwVQAMadn0.jpg
University of Toronto,University of Toronto,,,,,,,,,,362,,2022-02-05T15:23:32.000Z,Sat Feb 05 15:23:32 +0000 2022,123,SATURDAY MORNING UPDATE: Members of the #UofT community are advised to avoid the Queen’s Park area this weekend and remain vigilant on the St. George campus due to the planned protests. (1/5),47,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,0,,,https://pbs.twimg.com/media/FEuPzUxUYAkWI5C.jpg
U of T Libraries,University of Toronto,,,,,,,,,,363,,2022-02-04T21:12:39.000Z,Fri Feb 04 21:12:39 +0000 2022,0,"RT @uoftlibraries : Robarts Library and Gerstein Library will be closing early today (Feb. 4) at 5pm. Both libraries will remain closed all weekend (Feb. 5–6). #UofT

Check our social media and website for updates: https://t.co/EfowIWwaWk https://t.co/bMuex8dFGn",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://library.utoronto.ca/ ,1,0,photo,https://pbs.twimg.com/media/FKxbPoIWUAovUxK.jpg,https://pbs.twimg.com/media/FEpGgxaXMAUEWMq.jpg
Hart House,University of Toronto,,,,,,,,,,364,,2022-02-04T21:11:52.000Z,Fri Feb 04 21:11:52 +0000 2022,0,"RT @harthouseuoft : Please be advised that as of 5 pm today (Feb 4), Hart House will be closed due to the planned protest at Queen's Park this weekend. We anticipate reopening on Mon, Feb 7 at 7 am. Please stay tuned for updates. We look forward to welcoming you back to the Hart House building soon. https://t.co/rrmBptvgNF",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://twitter.com/UofT/status/1489684464842289154 ,0,0,,,https://pbs.twimg.com/media/FEpGVJZVgAgXkAY.jpg
University of Toronto,University of Toronto,,,,,,,,,,365,,2022-02-04T19:37:09.000Z,Fri Feb 04 19:37:09 +0000 2022,10,"#UofT will provide updates to our community as the situation evolves. High priority information will be shared through the emergency alerts system (UTAlert). 

Register for UTAlert at https://t.co/BDbXl5mUN1
The Campus Safety Communications Centre is open 24/7: 416-978-2222 (5/5)",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://utoronto.ca/alerts ,1,0,,,https://pbs.twimg.com/media/FElV1mTVIAE5fcL.jpg
University of Toronto,University of Toronto,,,,,,,,,,366,,2022-02-04T19:37:09.000Z,Fri Feb 04 19:37:09 +0000 2022,7,"The #UofT campuses in Mississauga @UTM and Scarborough @UTSC will remain open. However, the shuttle bus between Mississauga and St. George will not be operational. (4/5)",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,2,,,https://pbs.twimg.com/media/FElIL1AUcAQf3QC.jpg
University of Toronto,University of Toronto,,,,,,,,,,367,,2022-02-04T19:37:09.000Z,Fri Feb 04 19:37:09 +0000 2022,10,"This decision was taken out of an abundance of caution. Community members are advised to remain vigilant on &amp; around the St. George campus today and this weekend. You will likely notice an increased police presence in the immediate area around Queen’s Park, east of campus. (3/5)",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/FEkspWXVgAEJsqv.jpg
University of Toronto,University of Toronto,,,,,,,,,,368,,2022-02-04T19:37:08.000Z,Fri Feb 04 19:37:08 +0000 2022,9,"Faculty, students, staff and librarians are still able to enter most facilities using keys and security fobs. 

The Gerstein and Robarts libraries @UofTLibraries will close at 5 p.m. today. On-campus parking lots have already been closed. (2/5)",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/FEkKJfwXEAIx6ay.jpg
University of Toronto,University of Toronto,,,,,,,,,,369,,2022-02-04T19:37:08.000Z,Fri Feb 04 19:37:08 +0000 2022,92,"Due to the planned protest at Queen's Park this weekend, the University has adjusted access to our buildings on the St. George campus. The University will remain open, but from 12 p.m. today access was restricted to many #UofT buildings downtown. (1/5) https://t.co/bnkZf6kIl7",65,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/FKxW2YjXsAYFjTe.jpg,
Black Research Network,University of Toronto,,,,,,,,,,370,,2022-02-04T17:55:53.000Z,Fri Feb 04 17:55:53 +0000 2022,0,RT @uoftbrn : Meet the @UofT faculty who are playing key roles at the Black Research Network ???? #UofT https://t.co/LzZE6AXUf7,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/FKsitwuXoAEArlJ.jpg,
University of Toronto,University of Toronto,,,,,,,,,,371,,2022-02-04T17:01:21.000Z,Fri Feb 04 17:01:21 +0000 2022,26,#UofT's Discovery Pharmacy launches naloxone program for university community ?? https://t.co/rP3K0LrJz6 https://t.co/yDvTxYq5sJ,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xx ,1,0,photo,https://pbs.twimg.com/media/FKxHDQTX0AUxBcn.jpg,https://pbs.twimg.com/media/FEfGG2WVUAAze_8.jpg
U of T Engineering,University of Toronto,,,,,,,,,,372,,2022-02-04T16:05:12.000Z,Fri Feb 04 16:05:12 +0000 2022,0,"RT @uoftengineering : Reminder ??: Complete the @UofT Student Equity Census by February 18 for the chance to win one of ten $100 gift cards for @PRESTOcard, @UberEats or @UofTBookstores ??: https://t.co/9ItQYt3kst https://t.co/hohrUVWslp",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uofteng.ca/CIeUFW ,0,4,photo,https://pbs.twimg.com/media/FKw1j6hWUAMlBi_.jpg,https://pbs.twimg.com/media/FEet23-WYAQbGCM.jpg
University of Toronto,University of Toronto,,,,,,,,,,373,,2022-02-04T15:01:58.000Z,Fri Feb 04 15:01:58 +0000 2022,34,"#UofT's geoexchange project to cut emissions by 15,000 tonnes per year ?? https://t.co/c5TTdzOghM https://t.co/jVZGKc2oSn",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xv ,1,0,photo,https://pbs.twimg.com/media/FKwroyMX0AAPORp.jpg,https://pbs.twimg.com/media/FEZvYIcWUAMOwwv.jpg
U of T Varsity Blues,University of Toronto,,,,,,,,,,374,,2022-02-04T14:01:01.000Z,Fri Feb 04 14:01:01 +0000 2022,0,"RT @Varsity_Blues : All Eyes on the Future.??

Planning how we get around and the cities of tomorrow, Brenden Lavoie is ready to impact the future of transportation!

??: https://t.co/id9gnolYuf

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/HrZXjpeBCq",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3GnGtlh ,2,0,photo,https://pbs.twimg.com/media/FKsdOGvWQAQ18d-.jpg,https://pbs.twimg.com/media/FEa78opUUAMb9Zj.jpg
University of Toronto,University of Toronto,,,,,,,,,,375,,2022-02-03T22:01:09.000Z,Thu Feb 03 22:01:09 +0000 2022,22,Free online course offered through @UTSC to help aspiring entrepreneurs #UofT ?? https://t.co/jG0NZYlmOt https://t.co/COxegY196T,8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xo ,1,1,photo,https://pbs.twimg.com/media/FKs7yVTXIAILZ1c.jpg,
Dunlap Institute,University of Toronto,,,,,,,,,,376,,2022-02-03T21:01:01.000Z,Thu Feb 03 21:01:01 +0000 2022,0,"RT @DunlapInstitute : Prizes!!!

Here’s some of the fun space and Dunlap-themed stuff you can win at our Astro Trivia Night on Tuesday, February 8th!

It starts at 7pm ET. Visit https://t.co/xxao4Y4df7 for more.

#astro #trivia #triviatuesday #trivianight #uoft #games #prizes @UofT @UofTAstro https://t.co/Y0TAEPGXz6",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://AstroTrivia.ca ,7,2,video,https://video.twimg.com/ext_tw_video/1489306391449948167/pu/vid/640x360/fEb8lHlnB9Spn2WX.mp4?tag=12,https://pbs.twimg.com/media/FEaat-jVEAw9fVH.jpg
School of Cities,University of Toronto,,,,,,,,,,377,,2022-02-03T20:01:01.000Z,Thu Feb 03 20:01:01 +0000 2022,0,"RT @UofTCities : REMINDER!??
Don't forget to attend the ""Youth for Climate Justice"" panel at 4 PM (ET) TODAY!

Join over 250 registrants in learning from internationally recognized youth #ClimateAction advocates leading  #ClimateJustice discussions in our #Cities globally. https://t.co/0OchujiWGr",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://twitter.com/UofTCities/status/1482065763032829953 ,3,0,,,https://pbs.twimg.com/media/FEZt7RcXsAUjApm.jpg
University of Toronto,University of Toronto,,,,,,,,,,378,,2022-02-03T19:01:08.000Z,Thu Feb 03 19:01:08 +0000 2022,55,How #UofT alumna Rosemary Sadlier convinced Canada to recognize #BlackHistoryMonth https://t.co/amXJCPlx1G https://t.co/j5aIBdargU,15,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xl ,2,0,photo,https://pbs.twimg.com/media/FKsYPEAXIAAA4ED.jpg,https://pbs.twimg.com/media/FEWHL89VQAAJwTi.jpg
U of T Engineering,University of Toronto,,,,,,,,,,379,,2022-02-03T18:01:01.000Z,Thu Feb 03 18:01:01 +0000 2022,0,"RT @uoftengineering : Sharpen your @Wikipedia skills and help improve the coverage of Black histories at the Black History Wikipedia Edit-A-Thon, a series of virtual events happening throughout #BlackHistoryMonth ????: https://t.co/4e4VwSmrsc https://t.co/X7FRgMzWWS",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uofteng.ca/7Dsc9g ,1,1,photo,https://pbs.twimg.com/media/FKrx1xyXEAIAJoW.jpg,https://video.twimg.com/ext_tw_video/1460278342700175365/pu/pl/qD22He8RxONmONnk.m3u8?tag=12&container=fmp4&v=ed2
University of Toronto,University of Toronto,,,,,,,,,,380,,2022-02-03T17:01:59.000Z,Thu Feb 03 17:01:59 +0000 2022,10,Staying engaged: @UofTDentistry student makes community volunteer work a priority #UofT ?? https://t.co/l4k9HE3qIA https://t.co/VEgp50flx9,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xi ,1,1,photo,https://pbs.twimg.com/media/FKr6OTSXoAQjhH8.jpg,
U of T Varsity Blues,University of Toronto,,,,,,,,,,381,,2022-02-03T16:01:01.000Z,Thu Feb 03 16:01:01 +0000 2022,0,"RT @Varsity_Blues : Forging ahead. ??

From one of the most successful hockey teams in #UofT history, to a founding member on the OUA’s Black, Biracial and Indigenous Task Force, it’s no secret that Safiya Muharuma’s past is shaping the future of Varsity Blues hockey.

???: https://t.co/au0sE1zqRv https://t.co/OfEXQ1O3ep",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3AUbVXp ,1,0,photo,https://pbs.twimg.com/media/FKm8ZWgWYAUX5yp.jpg,https://pbs.twimg.com/media/FD2WfeIUUAUi53j.jpg
University of Toronto,University of Toronto,,,,,,,,,,382,,2022-02-03T15:01:25.000Z,Thu Feb 03 15:01:25 +0000 2022,52,"Masks, ventilation &amp; vaccines: Three key ways #UofT is preparing for a safe return to in-person activities ?? https://t.co/0CPozgcZ1D https://t.co/0kxm6WmAqp",26,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7xe ,1,0,photo,https://pbs.twimg.com/media/FKrepgSWUAIPUj1.jpg,https://pbs.twimg.com/media/FEUsHvtXMAEIheO.jpg
University of Toronto,University of Toronto,,,,,,,,,,383,,2022-02-02T22:01:00.000Z,Wed Feb 02 22:01:00 +0000 2022,18,"Need a UCheck refresher? We’ve got you covered, #UofT. ?

Remember to complete your UCheck #COVID19 self-assessment before visiting campus at https://t.co/C1DiSHSh9N https://t.co/uDQ2nPh1bp",11,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://utoronto.ca/utogether/ucheck ,2,0,video,https://video.twimg.com/amplify_video/1488993307774570506/vid/480x854/AVFLkGFwf2cXjmP5.mp4?tag=14,
