,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Waterloo Science,University of Waterloo,,,,,,,,,,2835,,2020-07-24T19:48:41.000Z,Fri Jul 24 19:48:41 +0000 2020,0,"RT @WaterlooSci : ""I lived in Papingo, Greece for a few months after my undergrad and it is the best place I've been (and I've been some places)!"" Meg Ward
#FacultyFriday https://t.co/APAda5enEp",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,"https://www.google.ca/maps/place/Papingo+440+04,+Greece/@39.9682829,20.7166413,17z/ ",1,0,,,https://video.twimg.com/tweet_video/EdnHVnhWkAE8rV1.mp4
University of Waterloo,University of Waterloo,,,,,,,,,,2836,,2020-07-24T17:22:25.000Z,Fri Jul 24 17:22:25 +0000 2020,12,"As a #UWaterlooCoop student, creating the right #workfromhome environment while working remotely is critical to success. ??

Marketing and Communications co-op, Manreet Birdi, shares her experience and tips on working from home: https://t.co/BExhroTI1x #UWaterloo @HireWaterloo https://t.co/G20UljIyr3",4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3fS05BF ,3,1,video,https://video.twimg.com/ext_tw_video/1286712878410719232/pu/vid/1280x720/eQoaIPduPZ-qtlre.mp4?tag=10,https://pbs.twimg.com/media/EdmzMFSWsAY77Kf.png
UWaterloo Health,University of Waterloo,,,,,,,,,,2837,,2020-07-24T15:24:38.000Z,Fri Jul 24 15:24:38 +0000 2020,0,"RT @uwaterloohealth : Have you heard? ?? #UWaterlooAHS has joined a virtual networking platform @10kcoffees and it's a chance for alumni, students and new grads to connect over #virtualcoffee! Join our AHS Hub today: https://t.co/ggUOUPyfHF #RBCFutureLaunch @RBC https://t.co/MlNhFgj1um",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uwaterloo.ca/applied-health-sciences/alumni-friends/connect-and-engage/ten-thousand-coffees-applied-health-sciences-hub ,3,2,photo,https://pbs.twimg.com/media/Eds1EAxWAAI-RSH.jpg,https://pbs.twimg.com/media/Edis8XUVcA4lY--.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2838,,2020-07-24T14:19:41.000Z,Fri Jul 24 14:19:41 +0000 2020,9,"Will Percival, professor @UWaterlooAstro, shares details of a project he helped lead that resulted in the largest 3D map of the universe, and more on our new episode of the #BeyondTheBulletin podcast. ?

Listen to the full episode: https://t.co/RebcD4Ut9I #UWaterloo @WaterlooSci https://t.co/JX6t8rs0ot",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/39nWo4l ,2,2,photo,https://pbs.twimg.com/media/Edso8vAXsAE9jrZ.jpg,https://pbs.twimg.com/media/EdjW4K3WsAIg6Ql.jpg
UW Campus Wellness,University of Waterloo,,,,,,,,,,2839,,2020-07-24T13:51:42.000Z,Fri Jul 24 13:51:42 +0000 2020,0,"RT @UW_Wellness : Looking for a fun and easy way to build healthy routines into your life? Take part in the WELLNESS WEEK Challenge (July 27 –31). WIN 1 of 2 $50 gift cards to https://t.co/UfIA18tgCx or 1 of 2 $50 WATCard dollars!! 

#UWWellWeek20 #uwaterloo https://t.co/W7VHSZUybA",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://Well.ca ,2,0,photo,https://pbs.twimg.com/media/EdsZ1n7WoAA-DJY.jpg,https://pbs.twimg.com/media/EdjXUSGWoAElm6Y.jpg
UWaterloo Co-operative and Experiential Education,University of Waterloo,,,,,,,,,,2840,,2020-07-24T13:03:14.000Z,Fri Jul 24 13:03:14 +0000 2020,0,"RT @HireWaterloo : Thinking about hiring an intern or co-op student? You could also get over $7,500 in wage subsidies and tax incentives if you choose to hire a co-op student this fall! Post your job and from @UWaterloo - Canada's #1 co-op program. Learn more: https://t.co/XsR0s5F3gZ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2ZtrBzv ,0,1,,,https://pbs.twimg.com/media/Edi8ZUNXgAcFxGi.png
UWaterloo Alumni,University of Waterloo,,,,,,,,,,2841,,2020-07-24T01:18:16.000Z,Fri Jul 24 01:18:16 +0000 2020,0,"RT @uwaterlooalumni : In these issues of the #UWaterlooMagazine, we showcased #UWaterlooAlumni who were challenging inequity and disrupting the status quo.

What do you want to read next? Share your thoughts by July 31st for the chance to win a $100 Amazon gift card: https://t.co/RADSpILtGd https://t.co/FG0HuUmJ86",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://bit.ly/309dO21 ,2,0,photo,https://pbs.twimg.com/media/EdnNj8_U8AEoHPA.jpg,https://pbs.twimg.com/media/Edi-BmrXYAAi5Jc.jpg
UWaterloo Co-operative and Experiential Education,University of Waterloo,,,,,,,,,,2842,,2020-07-23T20:31:08.000Z,Thu Jul 23 20:31:08 +0000 2020,0,RT @HireWaterloo : The next few terms may present unique challenges for you and the co-op student(s) you employ. That’s why we’ve increased our flexibility to help you tap into the best available talent from @UWaterloo. Learn more here ??https://t.co/m1vYs6mdVb https://t.co/uEgx2pcLrT,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/30KKOvY ,0,1,photo,https://pbs.twimg.com/media/EdorRYyVAAATepK.png,
University of Waterloo,University of Waterloo,,,,,,,,,,2843,,2020-07-23T20:30:57.000Z,Thu Jul 23 20:30:57 +0000 2020,1,@mack_edweise Congratulations @mack_edweise! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2844,,2020-07-23T20:19:58.000Z,Thu Jul 23 20:19:58 +0000 2020,6,"Transitioning to a work from home environment was a challenge for many. Find out how #UWaterloo fourth-year student, Alexis Nagum, altered her lifestyle for the best #UWaterlooCoop experience: https://t.co/3toAvOeQSA #WorkingFromHome @HireWaterloo https://t.co/Ja1MERMdRg",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2Cu47lp ,3,1,photo,https://pbs.twimg.com/media/EdoyBkOUwAEs1c6.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2845,,2020-07-23T19:42:37.000Z,Thu Jul 23 19:42:37 +0000 2020,16,"“We hosted over a million interviews and applications last year, and lots and lots of in-person interviews — those all went virtual over the course of a weekend"" said @norahmcrae, Associate Provost @HireWaterloo, during our #UWaterlooSummit. Read more: https://t.co/fmDOcsBcYh https://t.co/uiLBse9e0Y",4,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2ZPK21w ,1,2,video,https://video.twimg.com/ext_tw_video/1286386210089218048/pu/vid/1280x720/CLMC1_haIub_j_Kt.mp4?tag=10,
University of Waterloo,University of Waterloo,,,,,,,,,,2846,,2020-07-23T18:49:11.000Z,Thu Jul 23 18:49:11 +0000 2020,16,"“What #COVID19 brought for our company is how important soft skills are for the employees of tomorrow, for the workforce of tomorrow,” said @MartinBasiri, CEO and Co-founder @ApplyBoard, at our Waterloo Innovation Summit. 

Read more: https://t.co/S9F2rvRkoK #UWaterlooSummit https://t.co/TsvzrRQbph",8,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2WP0P38 ,2,2,video,https://video.twimg.com/ext_tw_video/1286372761481306113/pu/vid/640x360/xKSAIeVCKILZ4FyU.mp4?tag=10,
UWaterloo Arts,University of Waterloo,,,,,,,,,,2847,,2020-07-23T17:51:28.000Z,Thu Jul 23 17:51:28 +0000 2020,0,"RT @uwaterlooARTS : Can kids handle physical distancing when they're back to school? How can parents and teachers help?  An important Q&amp;A with psychology professor Heather Henderson (@henderson_ha) on when #COVID19 meets #backtoschool.

@UWaterloo @UWaterlooNews https://t.co/61twKJ9Grn",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uwaterloo.ca/stories/news/q-and-experts-psychology-physical-distancing-kids ,2,3,,,https://pbs.twimg.com/media/Edi9JcaXoAAM4gn.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2848,,2020-07-23T17:50:53.000Z,Thu Jul 23 17:50:53 +0000 2020,3,@LaurierWEC @AC_Waterloo @FedDevOntario @ConestogaC @uofg @Laurier ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,6,,,https://video.twimg.com/ext_tw_video/1285979427206303745/pu/vid/640x360/W3_pWRZip_jbi9h3.mp4?tag=10
Vivek Goel,University of Waterloo,,,,,,,,,,2849,,2020-07-23T17:46:51.000Z,Thu Jul 23 17:46:51 +0000 2020,0,RT @UWaterlooPres : .@UWaterloo was lucky to have 4 incredible speakers share their thoughts on the #futureofwork at yesterday's #UWaterlooSummit. Thank you to @norahmcrae @michaellitt @MartinBasiri and @RandallLane for all lending your very valuable insights. https://t.co/sOxmFifzhC https://t.co/snfDs5TeN9,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://uwaterloo.ca/stories/covid-accelerates-need-resilient-and-adaptable-workforce ,2,5,photo,https://pbs.twimg.com/media/EdnwJNBWoAE5jLD.jpg,https://pbs.twimg.com/media/Edicu2iXYAYzh8s.png
University of Waterloo,University of Waterloo,,,,,,,,,,2850,,2020-07-23T16:22:15.000Z,Thu Jul 23 16:22:15 +0000 2020,9,"“The longer we are in this state of working remote, the more it shows that we as a society can be economically productive in this world, the more permanent this is ultimately going to be,” said @michaellitt, CEO and co-founder of @vidyard: https://t.co/S9F2rvzJxc #UWaterlooSummit https://t.co/uE0XrrsJAQ",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2WP0P38 ,1,2,video,https://video.twimg.com/ext_tw_video/1286335772216291328/pu/pl/y21k08-AU65eJmlF.m3u8?tag=10,
University of Waterloo,University of Waterloo,,,,,,,,,,2851,,2020-07-23T14:08:01.000Z,Thu Jul 23 14:08:01 +0000 2020,5,"During @UWaterloo's first virtual Waterloo Innovation Summit, industry leaders explored how attracting and retaining highly-skilled talent has quickly become a top priority across organizations in all sectors. Read more: https://t.co/fmDOcsBcYh #UWaterloo #UWaterlooSummit https://t.co/FvN3lIvkD3",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2ZPK21w ,2,1,photo,https://pbs.twimg.com/media/Ednc5TEVAAAkfj9.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2852,,2020-07-23T12:35:01.000Z,Thu Jul 23 12:35:01 +0000 2020,1,"@MartinBasiri Thank you for being on our panel, @MartinBasiri! ????",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2853,,2020-07-23T12:33:50.000Z,Thu Jul 23 12:33:50 +0000 2020,2,@jpavlikk @WlooWarriors https://t.co/Xn7UZgCQps,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,animated_gif,https://video.twimg.com/tweet_video/EdnHVnhWkAE8rV1.mp4,https://pbs.twimg.com/media/EdelGMJWsAc5FqW.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2854,,2020-07-23T11:06:08.000Z,Thu Jul 23 11:06:08 +0000 2020,12,"What if you could spray away #COVID19? 

That’s the idea behind an anti-viral surface coating being developed in a collaborative project between researchers @WINano and SiO2 Innovation Labs. 

Read more in the @TheTorontoSun: https://t.co/jfdC081SJn #UWaterloo https://t.co/IeNHOM5ntc",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3jzxuU3 ,2,2,photo,https://pbs.twimg.com/media/EdmzMFSWsAY77Kf.png,https://pbs.twimg.com/media/EddejuZWsAQalHi.png
UWaterloo Alumni,University of Waterloo,,,,,,,,,,2855,,2020-07-22T20:30:58.000Z,Wed Jul 22 20:30:58 +0000 2020,0,"RT @uwaterlooalumni : Join us for our free #UWFamilyDay online event this Saturday! Beginning Thursday though, you can take part in our online scavenger hunt for a chance to win a $250 prepaid credit card. 

Register: https://t.co/8KMGrZw4zb

#UWaterloo #UWaterlooAlumni https://t.co/Ehrtapxn7x",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/39l7bMz ,3,0,photo,https://pbs.twimg.com/media/Edis8XUVcA4lY--.jpg,
Waterloo Environment,University of Waterloo,,,,,,,,,,2856,,2020-07-22T20:27:59.000Z,Wed Jul 22 20:27:59 +0000 2020,0,"RT @envwaterloo : Accelerate your personal and professional development with Environment’s new networking platform, ENVConnect. Learn about career paths, build your professional network and make meaningful connections by signing up today @10kcoffees @RBC #RBCFutureLaunch https://t.co/LcV7WOS2y0 https://t.co/V0LzFJjMHn",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2BA4vhm ,1,2,photo,https://pbs.twimg.com/media/EdjW4K3WsAIg6Ql.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2857,,2020-07-22T19:07:01.000Z,Wed Jul 22 19:07:01 +0000 2020,7,"Thank you to @MartinBasiri, CEO &amp; Co-founder @ApplyBoard, for sharing your thoughts on technological and social adaptations to #COVID19 and the #futureofwork at our #UWaterlooSummit. 

Read more from his perspective: https://t.co/sDABP4i3vk https://t.co/dRgNpgHLik",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3fY9wQc ,3,2,photo,https://pbs.twimg.com/media/EdjXUSGWoAElm6Y.jpg,
UWaterloo News,University of Waterloo,,,,,,,,,,2858,,2020-07-22T18:32:09.000Z,Wed Jul 22 18:32:09 +0000 2020,0,"RT @UWaterlooNews : Researchers @GHS_UW interviewed 59 persons with dementia, their caregivers, health-care administrators and policy-makers to find out what respondents perceived as system strengths and weaknesses in the southwest region. 

Read more: https://t.co/pqpEaYY1q7 #UWaterlooNews https://t.co/XGPTXJRJN0",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2CCK8AW ,1,1,photo,https://pbs.twimg.com/media/Edi8ZUNXgAcFxGi.png,
University of Waterloo,University of Waterloo,,,,,,,,,,2859,,2020-07-22T18:30:00.000Z,Wed Jul 22 18:30:00 +0000 2020,8,"Thank you to @norahmcrae, Associate Provost @HireWaterloo, for sharing her thoughts on adapting to new technologies in the face of #COVID19 at our #UWaterlooSummit. 

Read more from her perspective: https://t.co/sHVtTgOsFS #UWaterloo https://t.co/5smTJgY7my",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/3a0PqBc ,3,2,photo,https://pbs.twimg.com/media/Edi-BmrXYAAi5Jc.jpg,https://pbs.twimg.com/media/EddZRh3XgAME-P9.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2860,,2020-07-22T17:48:38.000Z,Wed Jul 22 17:48:38 +0000 2020,0,@alyss_lys @michaellitt @MartinBasiri @RandallLane ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,4,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2861,,2020-07-22T17:48:26.000Z,Wed Jul 22 17:48:26 +0000 2020,3,@running_calm @natmquinlan Angelica has been doing a fantastic job. We are lucky to have her and @natmquinlan with us! ???? #WaterlooProud,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,3,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2862,,2020-07-22T17:47:15.000Z,Wed Jul 22 17:47:15 +0000 2020,1,@norahmcrae @ApplyBoard @vidyard Thank you for being a part of such an engaging conversation @norahmcrae! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,4,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2863,,2020-07-22T17:46:32.000Z,Wed Jul 22 17:46:32 +0000 2020,0,@michaellitt Thank you for being a part of such an engaging conversation @michaellitt! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,https://video.twimg.com/ext_tw_video/1285565385694158849/pu/vid/1220x720/MYY2whb48g5JkBN6.mp4?tag=10
University of Waterloo,University of Waterloo,,,,,,,,,,2864,,2020-07-22T17:45:55.000Z,Wed Jul 22 17:45:55 +0000 2020,0,@ikedi_obikaonu ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/EdcrgrfVcAEUT56.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2865,,2020-07-22T17:30:00.000Z,Wed Jul 22 17:30:00 +0000 2020,7,"Thank you to @michaellitt, CEO and Co-founder @vidyard,  for sharing your thoughts on how companies are adapting from a technological and social perspective to #COVID19. 

Read more from his perspective here: https://t.co/BxALttN5cC #UWaterloo #UWaterlooSummit https://t.co/kpUMIgpUia",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/2ZpLLu8 ,3,2,photo,https://pbs.twimg.com/media/Edi9JcaXoAAM4gn.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2866,,2020-07-22T16:48:52.000Z,Wed Jul 22 16:48:52 +0000 2020,7,"Thank you @RandallLane for sharing your thoughts on talent in our post-COVID world. If you missed the #UWaterlooSummit this morning, there's still time to register and hear more from Lane on Aug 19. Register now https://t.co/1DmDVQIEVt https://t.co/baFasfsVkt",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3eeGw5K ,1,1,video,https://video.twimg.com/ext_tw_video/1285979427206303745/pu/vid/640x360/W3_pWRZip_jbi9h3.mp4?tag=10,https://pbs.twimg.com/media/EdYoab8UcAEhrGE.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2867,,2020-07-22T14:52:11.000Z,Wed Jul 22 14:52:11 +0000 2020,24,"Thank you to our panelists, moderator and everyone involved in an engaging and insightful conversation during our #UWaterlooSummit on the future of talent in our post-COVID world. ???? #UWaterloo #COVID19 https://t.co/2PDCk9aAEd",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,3,0,photo,https://pbs.twimg.com/media/Edicu2iXYAYzh8s.png,https://pbs.twimg.com/media/EdY-pZ5XYAgXxR1.jpg
"Jen Arseneault, CFRE",University of Waterloo,,,,,,,,,,2868,,2020-07-22T14:09:57.000Z,Wed Jul 22 14:09:57 +0000 2020,0,RT @Arseneault_Jen : Learning this morning how @ApplyBoard and @vidyard workforce communities pivoted during the first few months of the pandemic. Thank you @RandallLane for moderating this important discussion with @MartinBasiri &amp; @michaellitt  #UWaterlooSummit,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,5,,,https://pbs.twimg.com/media/EdZXLzOX0AApsIJ.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2869,,2020-07-22T12:33:25.000Z,Wed Jul 22 12:33:25 +0000 2020,6,"Today is the day, #UWaterloo! 

Join us at 9:00am for our #UWaterlooSummit as we delve into what it will take to reset, rebuild and rebound in the post-pandemic world with @Forbes CCO @RandallLane, industry experts and entrepreneurs: https://t.co/x03tYHUBnv https://t.co/tMBZCa2Qo9",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3eLOL9t https://twitter.com/UWaterloo/status/1285544062276124679 ,2,2,,,https://video.twimg.com/ext_tw_video/1285297117330898944/pu/vid/480x270/4Ycuy7LNoT3FXVlP.mp4?tag=10
Randall Lane,University of Waterloo,,,,,,,,,,2870,,2020-07-22T12:30:03.000Z,Wed Jul 22 12:30:03 +0000 2020,0,RT @RandallLane : How can we use this challenging time to reset our workforce and redesign our economies? Moderating  great panel on this important moment Wednesday at #UWaterlooSummit. https://t.co/pw5iheZMeR,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3drKFSK ,1,0,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2871,,2020-07-21T22:46:00.000Z,Tue Jul 21 22:46:00 +0000 2020,17,"If #UWaterloo had not taken a road less travelled into co-operative education many decades ago, @cindylforbes (BMath ’79), Global Chief Analytics Officer @Manulife, might not be where she is today. 

Read more: https://t.co/5ChvBQ4sDI #UWaterloo #UWaterlooCoop @WaterlooMath https://t.co/uDJquLhwvv",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3eLRnU5 ,3,3,photo,https://pbs.twimg.com/media/EdelGMJWsAc5FqW.jpg,https://pbs.twimg.com/media/EdYuZIWWoAEwhLY.png
University of Waterloo,University of Waterloo,,,,,,,,,,2872,,2020-07-21T20:36:00.000Z,Tue Jul 21 20:36:00 +0000 2020,1,"According to @randallane, CCO and editor @Forbes, #COVID19 has accelerated almost every field and trend that might otherwise take a decade to unfold. 

Read more from Sandra Banks, VP of #UWaterloo University Relations, on post-COVID challenges and co-op: https://t.co/Aml9287ugQ https://t.co/q56t0cOTMo",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/2CBK8Bd ,2,2,photo,https://pbs.twimg.com/media/EddejuZWsAQalHi.png,https://pbs.twimg.com/media/EdYUDdgXoAIYyvG.png
Waterloo Science,University of Waterloo,,,,,,,,,,2873,,2020-07-21T20:01:27.000Z,Tue Jul 21 20:01:27 +0000 2020,0,"RT @WaterlooSci : Biology professor Brian Dixon was featured on Global News, talking about COVID-19 vaccine timelines, how vaccine trial stages work, and what we can expect in the coming months and year. https://t.co/vMLOYIzPrR",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://globalnews.ca/news/7198108/coronavirus-oxford-vaccine-trials/ ,0,0,,,https://video.twimg.com/ext_tw_video/1285227548100767746/pu/vid/640x360/yARVhi0fGQXVJwyg.mp4?tag=10
University of Waterloo,University of Waterloo,,,,,,,,,,2874,,2020-07-21T19:39:56.000Z,Tue Jul 21 19:39:56 +0000 2020,0,@RandallLane Looking forward to it!,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/EdX15VvXgAE4920.jpg
Waterloo Mathematics,University of Waterloo,,,,,,,,,,2875,,2020-07-21T17:55:15.000Z,Tue Jul 21 17:55:15 +0000 2020,0,"RT @WaterlooMath : Amid current challenges, @snaptravel founded by #UWaterlooAlumni @hussein_fazal (BMath '05) &amp; Henry Shi (BCS '14) went from burning millions back to profitability in 60 days with these 10-steps: https://t.co/ckjCU7NQsI
#UWaterlooProud  #Entrepreneurs #Startups",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3eMmU8g ,4,2,,,
Vivek Goel,University of Waterloo,,,,,,,,,,2876,,2020-07-21T15:53:20.000Z,Tue Jul 21 15:53:20 +0000 2020,0,"RT @UWaterlooPres : After becoming aware of the #EQUITY4WHO campaign, I reached out to the group through @yourWUSA who formally submitted the campaign open letter. Last week I met with WUSA leaders to listen to their feedback and I committed to meet again. 1/3",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,1,,,https://pbs.twimg.com/media/EdKRdjmWkAAeCdF.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2877,,2020-07-21T15:17:34.000Z,Tue Jul 21 15:17:34 +0000 2020,23,"Update for employees. As Ontario enters phase 3, we’re making plans for a staged return to campus:
??As of Jul 27 face masks required in common indoor areas
??Return to research labs underway
??Keep working at home until notified by your manager

Read more https://t.co/PTMGB98qRN https://t.co/s5gJtGeO7o",10,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/2ZNXEKU ,0,0,photo,https://pbs.twimg.com/media/EddZRh3XgAME-P9.jpg,https://pbs.twimg.com/media/EdJx-11X0AA5kIe.png
University of Waterloo,University of Waterloo,,,,,,,,,,2878,,2020-07-21T15:14:02.000Z,Tue Jul 21 15:14:02 +0000 2020,3,@natmquinlan We couldn't agree more – well done Angelica! ??,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/EdJqhu0WAAAQ8Zy.png
Vivek Goel,University of Waterloo,,,,,,,,,,2879,,2020-07-21T14:41:04.000Z,Tue Jul 21 14:41:04 +0000 2020,0,"RT @UWaterlooPres : After more than four months, Ontario is now reopening with Stage 3 kicking off last week. Businesses and offices across the province are now planning their return with the newly released guidance from our government partners. @UWaterloo is doing just this. 1/5",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,1,,,https://pbs.twimg.com/media/EdJhSqTX0AEgyJR.png
UWaterloo Arts,University of Waterloo,,,,,,,,,,2880,,2020-07-21T14:40:13.000Z,Tue Jul 21 14:40:13 +0000 2020,0,RT @uwaterlooARTS : You had to know #UWaterlooArts alumni would be involved in this one ?? We'll keep our eyes open for Brubey Hu's (MFA '20) table with the @UWaterloo and Laurier colours! #KWAwesome  https://t.co/eIAmGqgqav,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.waterloochronicle.ca/community-story/10075314-colourful-themed-picnic-tables-to-help-bring-people-out-in-waterloo-region/ ,2,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2881,,2020-07-21T13:48:05.000Z,Tue Jul 21 13:48:05 +0000 2020,9,"While many of our departments had to pivot their offices remotely online, our co-op students were preparing to transition to a digital workplace. #UWaterloo fourth-year student, Angelica Sanchez, shares her #UWaterlooCoop experience working on projects: https://t.co/nmzRboisd1 https://t.co/rkOgrCAOsr",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3dKguHr ,2,0,video,https://video.twimg.com/ext_tw_video/1285565385694158849/pu/vid/1220x720/MYY2whb48g5JkBN6.mp4?tag=10,https://pbs.twimg.com/media/EdJZWEeX0AEcXJR.png
University of Waterloo,University of Waterloo,,,,,,,,,,2882,,2020-07-21T11:56:03.000Z,Tue Jul 21 11:56:03 +0000 2020,12,"Don’t miss tomorrow’s #UWaterlooSummit! Join #Forbes editor @RandallLane as he explores what will it take to reset, rebuild and rebound in the post-pandemic world. Register now: https://t.co/McMw9sBNfa #UWaterloo https://t.co/sDrVPGd40b",6,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,http://bit.ly/2NylIeN ,3,1,photo,https://pbs.twimg.com/media/EdcrgrfVcAEUT56.jpg,
