"","Post","Entity","Position","Type","message"
"2869","387","today","51","Date","RT @westernuFM : ??A short reprieve from the snow today with more expected in the short-range forecast. Our crews continue to work around the clock. Please, report related hazards to our Client Services team, https://t.co/IYc4CULMNY @WesternU #winterishere #staysafe ??Marc Vanden Heuvel https://t.co/dc6RML9rWl"
"2870","388","Carol","222","Person","We are forever #purpleandproud that Canadian icon @caroloffcbc got her start in journalism while a student at #WesternU, first writing for the @uwogazette, and later becoming its editor. All the best from your alma mater Carol.?? @cbcasithappens @westernuAlumni @westernuArts https://t.co/254YyX9Miu"
"2871","388","://t.co/254YyX9Miu","282","Date","We are forever #purpleandproud that Canadian icon @caroloffcbc got her start in journalism while a student at #WesternU, first writing for the @uwogazette, and later becoming its editor. All the best from your alma mater Carol.?? @cbcasithappens @westernuAlumni @westernuArts https://t.co/254YyX9Miu"
"2872","389","Languages International Association","151","Organization","Shelley Taylor is the first #WesternU professor - and only the third in Canada - to be elected president of the Teaching English to Speakers of Other Languages International Association @TESOL_Assn @westernuEdu #TESOL #ESL #EFL https://t.co/5CS1usglaN"
"2873","389","Shelley Taylor","1","Person","Shelley Taylor is the first #WesternU professor - and only the third in Canada - to be elected president of the Teaching English to Speakers of Other Languages International Association @TESOL_Assn @westernuEdu #TESOL #ESL #EFL https://t.co/5CS1usglaN"
"2874","389","Canada","73","Location","Shelley Taylor is the first #WesternU professor - and only the third in Canada - to be elected president of the Teaching English to Speakers of Other Languages International Association @TESOL_Assn @westernuEdu #TESOL #ESL #EFL https://t.co/5CS1usglaN"
"2875","39","Community of Care Session","65","Organization","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2876","39","Student Club","236","Organization","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2877","39","Halyna Polityka","250","Person","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2878","39","Friday","117","Date","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2879","39","March 18","125","Date","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2880","39","3118","169","Date","RT @westernuSE : Wellness &amp; Well-being will be sponsoring a Community of Care Session for Ukrainian students on Friday, March 18 from 11am - 2.m in Thames Hall, Rm 3118. Western grad &amp; former president of #WesternU's Ukrainian Student Club, Halyna Polityka, RP, M..Ed. will lead the event. https://t.co/w5zjENrwor"
"2881","390","Ontario","174","Location","#WesternU is helping solve a #nursing shortage by creating a shorter, 19-month pathway for some #RPNs to become #RNs. The program is believed to be the first of its kind in Ontario. #onpse @westernuFHS https://t.co/nJsGXUkJSN"
"2882","392","Rick McGhie","36","Person","Happy birthday to our campus icon, Rick McGhie! ???? 

For more than 40 years, Rick's classic songs have brought students and @westernualumni together during legendary nights at the Elbow Room, the Spoke and the Grad Club. 
#westernu #purpleandproud @thewaveandspoke @westernusc https://t.co/dUKdf1hp01"
"2883","392","Rick","80","Person","Happy birthday to our campus icon, Rick McGhie! ???? 

For more than 40 years, Rick's classic songs have brought students and @westernualumni together during legendary nights at the Elbow Room, the Spoke and the Grad Club. 
#westernu #purpleandproud @thewaveandspoke @westernusc https://t.co/dUKdf1hp01"
"2884","397","Financial Wellness Lab","23","Organization","A new report from the Financial Wellness Lab of Canada at #WesternU may offer some hope for those feeling stressed about their financial situation. @westernuScience @iveybusiness @cdnpayroll #financialwellness https://t.co/QrzxSKfcBg"
"2885","397","Canada","49","Location","A new report from the Financial Wellness Lab of Canada at #WesternU may offer some hope for those feeling stressed about their financial situation. @westernuScience @iveybusiness @cdnpayroll #financialwellness https://t.co/QrzxSKfcBg"
"2886","398","This week","1","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2887","398","Jan 17 - 9","83","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2888","398","Jan 18 - 9","114","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2889","398","Jan 19 - 9","145","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2890","398","Jan 20 - 9","177","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2891","398","Jan 21 - 9","208","Date","This week's #COVID19 vaccination hours for #WesternU students and employees:
Mon, Jan 17 - 9 a.m. to 8 p.m.
Tue, Jan 18 - 9 a.m. to 5 p.m.
Wed, Jan 19 - 9 a.m. to 5 p.m.
Thur, Jan 20 - 9 a.m. to 8 p.m.
Fri, Jan 21 - 9 a.m. to 5 p.m.
Book an appointment: https://t.co/wRnrrbudwo"
"2892","399","Peer Assisted Learning Centre","25","Organization","Undergrad students, the Peer Assisted Learning Centre opens virtually today!

Trained, academically successful students are available to help you develop effective learning strategies and get free, one-to-one, course-specific help.
https://t.co/JSWqbuF66d
#westernu @westernuSE https://t.co/tbXD6wDzZe"
"2893","399","today","71","Date","Undergrad students, the Peer Assisted Learning Centre opens virtually today!

Trained, academically successful students are available to help you develop effective learning strategies and get free, one-to-one, course-specific help.
https://t.co/JSWqbuF66d
#westernu @westernuSE https://t.co/tbXD6wDzZe"
"2894","4","Weldon Learning Commons","149","Organization","RT @westernulibs : Isn't it a-Mezz-ing? ??

Pop by Weldon to test out the new study spots on the mezzanine. Apart from a few finishing touches, the Weldon Learning Commons is nearly complete. ??

Learn more, #WesternU ??
https://t.co/Cfc6hOlu5z https://t.co/Q0FvitxNvi"
"2895","40","Ontario","86","Location","A study involving @SchulichMedDent prof @JenLGuthrie found that white-tailed deer in Ontario may have transmitted #COVID19 to a human. @DiscoverMag #WesternU https://t.co/FgpKt4Fpyd"
"2896","400","Health","163","Organization","RT @chronicpainCOE : @joymacdermid , Ph.D, from @WesternU speaks on the societal expectations that effect both men and women who deal with chronic pain. @FirewellHealth @HULC_CRL https://t.co/vsj6v0cawl"
"2897","401","Committee","209","Organization","@stickysexysad As outlined on the committee's website (https://t.co/E4KNvVRnAz), a survey will be distributed to the campus community later this month, followed by targeted group discussions in February. The Committee will share progress on actions very soon."
"2898","401","later this month","135","Date","@stickysexysad As outlined on the committee's website (https://t.co/E4KNvVRnAz), a survey will be distributed to the campus community later this month, followed by targeted group discussions in February. The Committee will share progress on actions very soon."
"2899","401","February","195","Date","@stickysexysad As outlined on the committee's website (https://t.co/E4KNvVRnAz), a survey will be distributed to the campus community later this month, followed by targeted group discussions in February. The Committee will share progress on actions very soon."
"2900","404","Jonathan Dewar","225","Person","RT @BigDataMargins : How can Indigenous communities claim sovereignty over their data &amp; information? How can “data” be Indigenized?

Join us at @WesternU for ""Indigenous Data Sovereignty &amp; Indigenous Futures,"" feat. Jonathan Dewar, Sofia Locklear &amp; Jason Lewis!

Register free!
https://t.co/iXBfLeQ0Sm https://t.co/KAe5oQJNPo"
"2901","404","Sofia Locklear","241","Person","RT @BigDataMargins : How can Indigenous communities claim sovereignty over their data &amp; information? How can “data” be Indigenized?

Join us at @WesternU for ""Indigenous Data Sovereignty &amp; Indigenous Futures,"" feat. Jonathan Dewar, Sofia Locklear &amp; Jason Lewis!

Register free!
https://t.co/iXBfLeQ0Sm https://t.co/KAe5oQJNPo"
"2902","404","Jason Lewis","262","Person","RT @BigDataMargins : How can Indigenous communities claim sovereignty over their data &amp; information? How can “data” be Indigenized?

Join us at @WesternU for ""Indigenous Data Sovereignty &amp; Indigenous Futures,"" feat. Jonathan Dewar, Sofia Locklear &amp; Jason Lewis!

Register free!
https://t.co/iXBfLeQ0Sm https://t.co/KAe5oQJNPo"
"2903","407","early","89","Date","All students living in residence will receive further information regarding refunds and early arrival requests on Tuesday, January 18.
@westernuhousing"
"2904","407","Tuesday","115","Date","All students living in residence will receive further information regarding refunds and early arrival requests on Tuesday, January 18.
@westernuhousing"
"2905","407","January 18","124","Date","All students living in residence will receive further information regarding refunds and early arrival requests on Tuesday, January 18.
@westernuhousing"
"2906","408","Monday","69","Date","All first-year undergraduate level courses will resume in person on Monday, February 28. 

Most of our first-year students are living in residence with shared spaces and washrooms that increase the risk of transmission and will not meet self-isolation requirements if required."
"2907","408","February 28","77","Date","All first-year undergraduate level courses will resume in person on Monday, February 28. 

Most of our first-year students are living in residence with shared spaces and washrooms that increase the risk of transmission and will not meet self-isolation requirements if required."
"2908","409","Monday","10","Date","Starting Monday, January 31, all second-, third- and fourth-year undergraduate- and graduate-level courses as well as second-entry professional programs will resume in person. 

This is the date we had originally planned to be in person."
"2909","409","January 31","18","Date","Starting Monday, January 31, all second-, third- and fourth-year undergraduate- and graduate-level courses as well as second-entry professional programs will resume in person. 

This is the date we had originally planned to be in person."
"2910","410","Today","1","Date","Today we are announcing the next phase of our return to campus for #WesternU students.

We are hopeful that a measured plan will see us through the academic year on campus with the best possible teaching and learning experiences for our community. 
https://t.co/2yi6PnZaTX"
"2911","411","today","97","Date","The #WesternU vaccination and testing centre is accepting walk-ins for vaccination and boosters today for anyone in the community aged 5 and older.

Open until 5 p.m.
https://t.co/wRnrrbudwo"
"2912","412","Grant Dickey","13","Person","PhD student Grant Dickey has developed new metrics for testing #baseball chest protectors to help prevent commotio cordis, a deadly sport injury affecting young athletes. #westernu @westernuEng https://t.co/a01pXkshoq"
"2913","413","Bank of Canada","170","Organization","RT @iveybusiness : Join us on Jan. 20 for a virtual conversation about the state of the economy and navigating uncertainty between Stephen Poloz, former Governor of the Bank of Canada, and Paul Wells, senior writer for @macleans. Register here: https://t.co/3WCWK20XS1 
@IveyAlumni"
"2914","413","Stephen Poloz","132","Person","RT @iveybusiness : Join us on Jan. 20 for a virtual conversation about the state of the economy and navigating uncertainty between Stephen Poloz, former Governor of the Bank of Canada, and Paul Wells, senior writer for @macleans. Register here: https://t.co/3WCWK20XS1 
@IveyAlumni"
"2915","413","Paul Wells","190","Person","RT @iveybusiness : Join us on Jan. 20 for a virtual conversation about the state of the economy and navigating uncertainty between Stephen Poloz, former Governor of the Bank of Canada, and Paul Wells, senior writer for @macleans. Register here: https://t.co/3WCWK20XS1 
@IveyAlumni"
"2916","413","Jan. 20","31","Date","RT @iveybusiness : Join us on Jan. 20 for a virtual conversation about the state of the economy and navigating uncertainty between Stephen Poloz, former Governor of the Bank of Canada, and Paul Wells, senior writer for @macleans. Register here: https://t.co/3WCWK20XS1 
@IveyAlumni"
"2917","413","://t.co/3WCWK20XS1","251","Date","RT @iveybusiness : Join us on Jan. 20 for a virtual conversation about the state of the economy and navigating uncertainty between Stephen Poloz, former Governor of the Bank of Canada, and Paul Wells, senior writer for @macleans. Register here: https://t.co/3WCWK20XS1 
@IveyAlumni"
"2918","414","Jonathan De Souza","247","Person","RT @westernuMusic : Encore! Re-live the #WesternU faculty and guest artist chamber concert featuring Mendelssohn's String Octet, followed by post-concert talk with the performers. Conversation moderated by music theorist/historian faculty member Jonathan De Souza @WesternU. https://t.co/tgWcVOskGv https://t.co/oJ2bc4land"
"2919","415","Global Relations","86","Organization","Congrats to Sarah Smith @sarah_ek_smith for being named @CRC_CRC in Art, Culture and Global Relations, and Frank Beier @BeierLab for his renewal as CRC in Musculoskeletal Research. ?? ???? @InnovationCA @CDNScience @westernuFIMS #westernu #purpleandproud https://t.co/1BiNQJxQo6"
"2920","415","CRC","149","Organization","Congrats to Sarah Smith @sarah_ek_smith for being named @CRC_CRC in Art, Culture and Global Relations, and Frank Beier @BeierLab for his renewal as CRC in Musculoskeletal Research. ?? ???? @InnovationCA @CDNScience @westernuFIMS #westernu #purpleandproud https://t.co/1BiNQJxQo6"
"2921","415","Sarah Smith","13","Person","Congrats to Sarah Smith @sarah_ek_smith for being named @CRC_CRC in Art, Culture and Global Relations, and Frank Beier @BeierLab for his renewal as CRC in Musculoskeletal Research. ?? ???? @InnovationCA @CDNScience @westernuFIMS #westernu #purpleandproud https://t.co/1BiNQJxQo6"
"2922","415","Frank Beier","108","Person","Congrats to Sarah Smith @sarah_ek_smith for being named @CRC_CRC in Art, Culture and Global Relations, and Frank Beier @BeierLab for his renewal as CRC in Musculoskeletal Research. ?? ???? @InnovationCA @CDNScience @westernuFIMS #westernu #purpleandproud https://t.co/1BiNQJxQo6"
"2923","416","TODAY","66","Organization","Are you an Ontario high school student? The deadline to apply is TODAY – January 13 at 11:59 p.m. Eastern Time! 

Check out https://t.co/pTM1jZ9Iqb for more! ?? 
#westernu #choosewesternu #purpleandproud #ontariouniversities https://t.co/HEcPqLmwz8"
"2924","416","11:59","88","Organization","Are you an Ontario high school student? The deadline to apply is TODAY – January 13 at 11:59 p.m. Eastern Time! 

Check out https://t.co/pTM1jZ9Iqb for more! ?? 
#westernu #choosewesternu #purpleandproud #ontariouniversities https://t.co/HEcPqLmwz8"
"2925","416","January 13 at 11:59","74","Date","Are you an Ontario high school student? The deadline to apply is TODAY – January 13 at 11:59 p.m. Eastern Time! 

Check out https://t.co/pTM1jZ9Iqb for more! ?? 
#westernu #choosewesternu #purpleandproud #ontariouniversities https://t.co/HEcPqLmwz8"
"2926","417","Institute for Chemicals","20","Organization","Researchers at the Institute for Chemicals and Fuels from Alternative Resources are working to address waste and industrial by-products by transforming them into value-added products. #westernu #ldnont @westernuEng @westernuSustain https://t.co/zJVpAaAohw"
"2927","417","Alternative Resources","59","Organization","Researchers at the Institute for Chemicals and Fuels from Alternative Resources are working to address waste and industrial by-products by transforming them into value-added products. #westernu #ldnont @westernuEng @westernuSustain https://t.co/zJVpAaAohw"
"2928","42","Research","239","Organization","""The most important lesson that we learned during the pandemic is that our health and well-being as a society depend largely on the health and well-being of the most vulnerable.""
— @KateHeeChoi, demographer and director of the Centre for Research on Social Inequality
#WesternU"
"2929","423","summer","95","Date","RT @westernuNTP : Are you an undergraduate or senior high school student looking for exciting summer employment in 2022? Interested in hail, tornadoes and summer storms? We are hiring summer interns! 

You can get all of the details and apply at https://t.co/D5LEcykZUF 

Deadline is Fri Jan 28. https://t.co/apvxhWmbKd"
"2930","423","2022","116","Date","RT @westernuNTP : Are you an undergraduate or senior high school student looking for exciting summer employment in 2022? Interested in hail, tornadoes and summer storms? We are hiring summer interns! 

You can get all of the details and apply at https://t.co/D5LEcykZUF 

Deadline is Fri Jan 28. https://t.co/apvxhWmbKd"
"2931","423","Jan 28","289","Date","RT @westernuNTP : Are you an undergraduate or senior high school student looking for exciting summer employment in 2022? Interested in hail, tornadoes and summer storms? We are hiring summer interns! 

You can get all of the details and apply at https://t.co/D5LEcykZUF 

Deadline is Fri Jan 28. https://t.co/apvxhWmbKd"
"2932","424","Saturday","82","Date","RT @londonbrainbee : The annual #LdnOnt Brain Bee hosted by @WesternU is set for Saturday, March 26th, 2022. This is a FREE neuroscience outreach event for high school students to learn more about the brain and the importance of brain research. Retweet, like and follow! ?????? https://t.co/LDqC2HupXo"
"2933","424","March 26th, 2022","92","Date","RT @londonbrainbee : The annual #LdnOnt Brain Bee hosted by @WesternU is set for Saturday, March 26th, 2022. This is a FREE neuroscience outreach event for high school students to learn more about the brain and the importance of brain research. Retweet, like and follow! ?????? https://t.co/LDqC2HupXo"
"2934","426","later this week","63","Date","Details about the status of in-person learning will be shared later this week."
"2935","427","Today","1","Date","Today, we are providing important information for the #WesternU community about the new daily assessment tool, self-reported absence, new masking requirements, studying in shared spaces, ordering textbooks, vaccination and testing. 

Read the update here:
https://t.co/WK96nsMKM4"
"2936","428","January 17","178","Date","RT @westernuSE : Connect with fellow students while learning how to cope with the personal and academic challenges that come with university life through Learn2Thrive, starting January 17. Visit https://t.co/rmotuSGwmw for details. #westernu #westernuThrive https://t.co/3j2fDnZqMM"
"2937","428","Learn2Thrive","155","Location","RT @westernuSE : Connect with fellow students while learning how to cope with the personal and academic challenges that come with university life through Learn2Thrive, starting January 17. Visit https://t.co/rmotuSGwmw for details. #westernu #westernuThrive https://t.co/3j2fDnZqMM"
"2938","429","Diana Wu","150","Person","Portrayals of madness in 20th-century opera give insight into how people outside the medical field understand madness - read more from PhD candidate Diana Wu!

The Inspiring Minds campaign showcases graduate research from #WesternU. #GradLifeWesternU @westernumusic @VPRWesternU"
"2939","429","U","278","Location","Portrayals of madness in 20th-century opera give insight into how people outside the medical field understand madness - read more from PhD candidate Diana Wu!

The Inspiring Minds campaign showcases graduate research from #WesternU. #GradLifeWesternU @westernumusic @VPRWesternU"
"2940","43","Monday","1","Date","Monday marks the beginning of @westernuSE's ReShape Week - a four-day series of talks &amp; events focused on gender-based and sexual violence education and prevention. Speakers are open to all #WesternU students, staff, and faculty. Learn more &amp; register at: 
https://t.co/2fOmb31i6q"
"2941","43","://t.co/2fOmb31i6q","271","Date","Monday marks the beginning of @westernuSE's ReShape Week - a four-day series of talks &amp; events focused on gender-based and sexual violence education and prevention. Speakers are open to all #WesternU students, staff, and faculty. Learn more &amp; register at: 
https://t.co/2fOmb31i6q"
"2942","430","Student Experience","18","Organization","RT @westernuSE : Student Experience offers a comprehensive suite of supports that are available to you online while you're away from campus. We know the switch back to online learning is stressful and we want you to know we are here to help ?? @WesternU https://t.co/5Zud73q3w2 https://t.co/nZ8mxohpg0"
"2943","432","Beatrice Preti","220","Person","RT @SchulichMedDent : Faculty and learners at #SchulichMedDent were recently honoured with awards from @cameacem, recognizing excellence in medical education. Congratulations to @berthagarcia5, Dr. Patricia Valcke, Dr. Beatrice Preti, @ogoshhsw and @MaxHStone."
"2944","433","Larry Haylor","124","Person","RT @Coachstapleton : Thanks ?@donnovanbennett?, for such a thoughtful piece on ?@WesternMustangs? legendary football coach Larry Haylor.   #AlwaysaMustang  https://t.co/XZQvJzBGhL"
"2945","439","Two years ago","1","Date","Two years ago, January 8, four beloved members of the #WesternU community lost their lives among the 176 passengers killed on Flight #PS752 when it was shot down moments after take-off from Tehran.  
@westernuIntl @westernuSE https://t.co/2j1hatB548"
"2946","439","January 8","16","Date","Two years ago, January 8, four beloved members of the #WesternU community lost their lives among the 176 passengers killed on Flight #PS752 when it was shot down moments after take-off from Tehran.  
@westernuIntl @westernuSE https://t.co/2j1hatB548"
"2947","439","Tehran","191","Location","Two years ago, January 8, four beloved members of the #WesternU community lost their lives among the 176 passengers killed on Flight #PS752 when it was shot down moments after take-off from Tehran.  
@westernuIntl @westernuSE https://t.co/2j1hatB548"
"2948","441","today","97","Date","The #WesternU vaccination and testing centre is accepting walk-ins for vaccination and boosters today. Open until 1pm."
"2949","442","Ken","43","Person","RT @westernulibs : So grateful for Jacob, Ken and the entire Facilities Mgmt team for helping keep the libraries and #WesternU safe and healthy. https://t.co/SnUk2G3FnO"
"2950","442","Jacob","36","Location","RT @westernulibs : So grateful for Jacob, Ken and the entire Facilities Mgmt team for helping keep the libraries and #WesternU safe and healthy. https://t.co/SnUk2G3FnO"
"2951","443","this week","97","Date","The #WesternU community is mourning the sudden loss of another @WesternMustangs football legend this week. #ldnont https://t.co/NXdg8nE6qk"
"2952","444","3,000","83","Date","Egyptian pharaoh Amenhotep I, the only royal mummy to have remained unwrapped for 3,000 years, has been an enduring mystery. Now renowned, #WesternU-trained paleoradiologist @Saharsaleem1 has used CT scans to virtually unwrap the king. @WesternAnthro https://t.co/bhDORrAPNS"
"2953","445","Thursday","109","Date","Know an Ontario high school student who’s thinking about applying to Western? The deadline to apply is next Thursday, January 13! 

Visit https://t.co/pTM1jZrjOL for more! ?? 

#WesternU #ChooseWesternU #PurpleandProud #OntarioUniversities https://t.co/OObH63TVDb"
"2954","445","January 13","119","Date","Know an Ontario high school student who’s thinking about applying to Western? The deadline to apply is next Thursday, January 13! 

Visit https://t.co/pTM1jZrjOL for more! ?? 

#WesternU #ChooseWesternU #PurpleandProud #OntarioUniversities https://t.co/OObH63TVDb"
"2955","446","Mark","20","Person","RT @westernuFIMS : Mark your calendars! ?

Journalist @kylejeddie presents the @westernuFIMS 2022 Clissold Lecture, ""Challenging What's Newsworthy: Reporting on Indigenous Communities in a Post-Covid World.""

?? Thurs. Jan. 20
? 7pm
?? Zoom

?? https://t.co/sFeTu30kVd @WesternU @WesternUMMJC https://t.co/MqIKY8AUMk"
"2956","446","Thurs","213","Person","RT @westernuFIMS : Mark your calendars! ?

Journalist @kylejeddie presents the @westernuFIMS 2022 Clissold Lecture, ""Challenging What's Newsworthy: Reporting on Indigenous Communities in a Post-Covid World.""

?? Thurs. Jan. 20
? 7pm
?? Zoom

?? https://t.co/sFeTu30kVd @WesternU @WesternUMMJC https://t.co/MqIKY8AUMk"
"2957","446","Jan. 20","220","Date","RT @westernuFIMS : Mark your calendars! ?

Journalist @kylejeddie presents the @westernuFIMS 2022 Clissold Lecture, ""Challenging What's Newsworthy: Reporting on Indigenous Communities in a Post-Covid World.""

?? Thurs. Jan. 20
? 7pm
?? Zoom

?? https://t.co/sFeTu30kVd @WesternU @WesternUMMJC https://t.co/MqIKY8AUMk"
"2958","447","Uganda","71","Location","#WesternU professor Ian Cunningham is helping to address #malaria in #Uganda through a research project to develop low-cost microscopes for early detection of the disease. @AWB_USF @SchulichMedDent @westernuIntl https://t.co/4vQTKe2VFc"
"2959","448","Health","21","Organization","Supported by @GovCanHealth, #WesternU researchers will lead the way in developing the first free, Canada-wide app to help survivors of domestic violence find a path to safety and health. @westernuFHS https://t.co/NmidSJuRYk"
"2960","449","Research","45","Organization","Craving potato chips? Go for a run instead. Research from #WesternU suggests exercising can help tell our brain to avoid junk food. This @ConversationCA piece from @cassandra_lowe @Brains_CAN explains. https://t.co/jxsdkUdUei"
"2961","45","University Drive Bridge","11","Organization","Heads up! University Drive Bridge will be closed to motor vehicles on March 14, from 6:00 a.m. to 6:00 p.m. for an annual inspection. 

One sidewalk will be open for pedestrians and cyclists. Drivers, please use an alternate route. 
#WesternU #LdnOnt 
https://t.co/J50dzUxtzF https://t.co/zQzgt7uOIN"
"2962","45","March 14","71","Date","Heads up! University Drive Bridge will be closed to motor vehicles on March 14, from 6:00 a.m. to 6:00 p.m. for an annual inspection. 

One sidewalk will be open for pedestrians and cyclists. Drivers, please use an alternate route. 
#WesternU #LdnOnt 
https://t.co/J50dzUxtzF https://t.co/zQzgt7uOIN"
"2963","45","University Drive","11","Location","Heads up! University Drive Bridge will be closed to motor vehicles on March 14, from 6:00 a.m. to 6:00 p.m. for an annual inspection. 

One sidewalk will be open for pedestrians and cyclists. Drivers, please use an alternate route. 
#WesternU #LdnOnt 
https://t.co/J50dzUxtzF https://t.co/zQzgt7uOIN"
"2964","452","Jan 10","26","Date","#WesternU classes resume Jan 10 – order your textbooks through @booksatwesternu’s online portal. ?? Your order can be shipped or choose in-store pickup. Due to provincial restrictions, there is limited capacity &amp; hours for in-store shopping. See https://t.co/sCzXi8oEVE for info. https://t.co/3SN7hhgmzm"
"2965","453","Ali Khan","83","Person","RT @SchulichMedDent : Can we develop better brain imaging for precision medicine? Ali Khan (@neuroak) is developing computational techniques to better analyze and assess images of the brain, with the goal of improving diagnostic accuracy and surgical interventions.

#ResearchMatters 
#ResearchInAction https://t.co/cVyyLla6a4"
"2966","454","Ontario","30","Location","With limited #PCR testing in Ontario, it's become tougher to know the full picture of #COVID19 infection. Now a #WesternU student is helping fill the data void with a website inviting Ontarians to input the results of their #RapidTests. @ElliotHegel https://t.co/iOhuc6nFUI"
"2967","455","University","166","Organization","RT @westernuHistory : Join us on Thursday, January 20th at 12:30pm (ET) as we welcome Prof. Jordan Stanger-Ross, Professor of History and Provost's Engaged Scholar, University of Victoria to our Research Seminar Series via zoom. https://t.co/7hVk5WRnUu"
"2968","455","Jordan Stanger-Ross","93","Person","RT @westernuHistory : Join us on Thursday, January 20th at 12:30pm (ET) as we welcome Prof. Jordan Stanger-Ross, Professor of History and Provost's Engaged Scholar, University of Victoria to our Research Seminar Series via zoom. https://t.co/7hVk5WRnUu"
"2969","455","Engaged Scholar","149","Person","RT @westernuHistory : Join us on Thursday, January 20th at 12:30pm (ET) as we welcome Prof. Jordan Stanger-Ross, Professor of History and Provost's Engaged Scholar, University of Victoria to our Research Seminar Series via zoom. https://t.co/7hVk5WRnUu"
"2970","455","Thursday","34","Date","RT @westernuHistory : Join us on Thursday, January 20th at 12:30pm (ET) as we welcome Prof. Jordan Stanger-Ross, Professor of History and Provost's Engaged Scholar, University of Victoria to our Research Seminar Series via zoom. https://t.co/7hVk5WRnUu"
"2971","455","January 20th at 12:30pm","44","Date","RT @westernuHistory : Join us on Thursday, January 20th at 12:30pm (ET) as we welcome Prof. Jordan Stanger-Ross, Professor of History and Provost's Engaged Scholar, University of Victoria to our Research Seminar Series via zoom. https://t.co/7hVk5WRnUu"
"2972","456","Asset Management","114","Organization","RT @iveybusiness : Attention second and third year @WesternU students! The deadline to apply for Ivey's Women in Asset Management program has been extended to January 17, 2022. The program is also now open to third year students. Learn more and apply here:"
"2973","456","January 17, 2022","160","Date","RT @iveybusiness : Attention second and third year @WesternU students! The deadline to apply for Ivey's Women in Asset Management program has been extended to January 17, 2022. The program is also now open to third year students. Learn more and apply here:"
"2974","458","Friday","109","Date","RT @westernuNEST : Do you want to know more about our MA program? Join us for this interactive session!

?? Friday, January 21st, 2022
?? 1:00 to 2:00 P.M. (EST)

Register ?? https://t.co/pbwkKD7dfT
Program details ?? https://t.co/TofFCEuanI https://t.co/VzopjhkP14"
