Post,message
2480,"RT @charlesweijer : We may have access to as many as six #COVID?19 #vaccines.
“With so many options, will Canadians get to choose which shot they get?”
@jacqlebel980 @SchulichMedDent @WesternU
https://t.co/O0FiWBiQEn"
2481,Stronger than steel! The gorse #spider mite has provided a #WesternU-led research team with the genomic framework for new bio-nanomaterials based on its silk ??? @westernuScience @westernuBio https://t.co/O4LoStZUQi
2482,"RT @LFPress : A @WesternU research duo are using spider mite silk to develop a new, microscopic material they say is “stronger than steel” and would be a boon for biomedical developments. @CanadaLJI reporter @MaxatLFPress looks into the power of webs: https://t.co/FLHPzenUKZ #ldnont https://t.co/ujAL8nSvgW"
2483,RT @dr_kaniki : In December @WesternU hosted Dr. Elizabeth Stordeur Pryor for an important discussion on the use of the n-word in the classroom #antiracism https://t.co/mMdeSJrvru
2484,@Guzzo_Vincenzo @uofg @mcgillu @Concordia @yorkuniversity @UCalgary @uOttawa @UofT @UWindsor @UMontreal @UWaterloo @UBC @UNBC @UQAM @DalhousieU @BishopsU @UAlberta @BrockUniversity @umanitoba @usask @queensualumni You KNOW our #WesternU founders will be representing! @westernuPropel @iveyMIFE #startedatthebottomofUCHill
2485,RT @ivancoyote : @WesternU @WordsLDN @westernuArts Thanks to all that tuned in! My heart and head is full tonight.
2486,"From their home, to ours, to yours. We’ve loved spending our Tuesday night with our students, professors, @westernualumni and fans of all things #creativity tonight! Make sure you add the next edition of #ActiveVoice to your calendar. https://t.co/GgSAbpRECQ"
2487,"“Can I be in your class?” This just in, @ivancoyote’s class (@westernuarts) gets more time with John and Christine after tonight’s public performance! #thisisarts #celebratealice #learnfromhome"
2488,"From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
2489,"RT @westernuAlumni : There’s one week before @nytimesbooks bestselling author Chanel Miller is live with #WesternU, discussing her memoir “Know My Name” and the power of personal writing. 

Reserve your spot for this exclusive virtual event now! @penguinusa 
https://t.co/j2pt1IlhMU"
2490,"RT @SchulichMedDent : “We fully support evidence-based science and a wide scale vaccination campaign that will help Canadians.” As President of @CanSocVirol, @DikeakosLab has signed a joint statement from 11 Canadian scientific societies in support of #COVID19 vaccines.

?? https://t.co/Mf2OkP3Fbm https://t.co/biAmes7M43"
2491,"Recruited from Sweden's @KTHuniversity, Yolanda Hedberg has been named the Wolfe-Western Fellow, an award acknowledging the work and promise of a young, newly recruited researcher. ?? #onpse #cdnpse #westernu #purpleandproud @HedbergLab @westernuScience 
https://t.co/rzg3lfk663"
2492,"RT @LGLizDowdeswell : As a research chair @WesternU, Dr. Jing Jiang is dedicated to training the next generation of Ontario and the world’s leaders in safe utilization of nuclear energy for power generation building connections. Delighted to congratulate him on his 2020 Order of Ontario. https://t.co/Cs7xehmrNm"
2493,"RT @charlesweijer : How do we decide when students should return to in-person classes? 

Grt chat w/ @JessBrady980 @AM980News 
@SchulichMedDent @WesternU @karlahemming #schools #COVID19 #ldnont #ldnews 

Listen (12:58 min): https://t.co/lQOMoiBsEp https://t.co/VGpNMFIW2J"
2494,"Students, we know that starting a new semester during this global pandemic is hard. Your well-being remains our top priority. Here are resources and supports we've created to help you while you learn online. #westernu @westernuSE"
2495,@sar_sc0tt @_melscott @WesternUSC @WesternUSC accepts applications and ratifies student clubs.
2496,"RT @westernuSE : When reflecting on what they took away from Learn2Thrive, a student shared, ""the importance of community."" Access a space to connect while navigating how to cope with the personal and academic struggles that accompany university life: https://t.co/rmotuSGwmw @WesternU https://t.co/NxyXFoXCYr"
2497,"#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 25 through Friday, Jan. 29 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
2498,"@breezyjamaica Thanks for reaching out. Our 2nd installment deadline was December 1, 2020. If you find yourself in a tight situation please reach out to our Fees Office to work out a payment plan reg-fees@uwo.ca."
2499,RT @VPRWesternU : More important #WesternU research about the long-term effects of #COVID19 on society: Law project examines pandemic’s impact on family justice https://t.co/avxsFh1T66 via @westernu
2500,RT @KateHeeChoi : I was interviewed about the fertility decline in British Columbia during COVID-19. https://t.co/a0SBP2eUK4   @westernuSocSci @WesternuSOC @WesternU
2501,"RT @charlesweijer : When should kids return to in-person learning? @WesternU researcher, colleagues finding answers.
@charlesweijer @SchulichMedDent @karlahemming @SpencerPHey @HollyLynchez 
#ldnon #ldnnews #onted #Ontario #schools #COVID19 
https://t.co/mo2cTMWnb4"
2502,"RT @westernuSE : Check out our NEW Online Workshop: Bias Awareness Training 
?? Tues. Feb 2 
?? 12:30-1:30pm EST. 

This training aims to self-expose our individual unconscious biases, confirmation biases, and perceptions.

Register today ?? https://t.co/vg4kwDR765

#westernuThrive @WesternU https://t.co/HwVDgf3qHr"
2503,RT @LFPress : There’s a scientific way that governments could better understand whether #COVID19 is spread at schools. Western University researcher @charlesweijer talks to  @HeatheratLFP about “cluster randomized trials”. https://t.co/vKK4Ih1ioX #ldnont https://t.co/wPJakAXh5H
2504,"Congratulations to the inspiring young Londoners who made the @LdnIncMag 20 under 40 Class of 2020, including eight #WesternU alumni. #purpleandproud #ldnont
https://t.co/8AeREIVaqh"
2505,"#WesternU School of Occupational Therapy (OT), @antlerriverelem school, @ChippewaNF and @TVCCfamily partner to create a holistic approach that meets OT needs of Indigenous communities. Just one of four projects supported by our Indigenous Learning Fund.
https://t.co/fEmBAn2hNk"
2506,"Paul Woodford of @westernumusic spoke to @Newsweek about music and the presidential #inauguration: ""Politicians have always drawn on music's lyrics and other meanings to mold and unify a nation."" ?? ???? #westernu #bidenharris https://t.co/bbuFBHOXwd"
2507,RT @ArthritisSoc : Congrats to @joymacdermid and @pavlosbob @WesternU. Their research on hand osteoarthritis created a new way of measuring the impact of daily tasks on hands using a sensor embedded in a fake fingernail. It’s one of our Top 10 research advances of 2020. https://t.co/CBKdgToJIr https://t.co/NO3eVlYtyM
2508,RT @AcademicaTopTen : ON universities create fellowships for Indigenous and Black doctoral students @McMasterU  @queensu @UWaterloo @uOttawa @WesternU @UofT #CdnPSE #HigherEd | Read More:  https://t.co/oKj8n4X8ur
2509,RT @uwogazette : We have some breaking news on UC Hill... https://t.co/yoqEVPIFcF
2510,Spoiler alert for movie buffs – reviews and trailers that reveal more about a film's plot can actually draw a bigger audience and more box-office bucks. A pair of @iveybusiness researchers explains why. #westernu https://t.co/18RkMl2QuY
2511,"RT @SchulichMedDent : Most people think of fruit flies as an annoyance in the kitchen. But Amanda Moehring, PhD (@FlyBehaviour) is using the insects to study the underlying genes and neurons affecting complex behaviours, such as aggression and sex drive. https://t.co/n0tWN4zYbx"
2512,New @westernuLaw research project will study the profound effect #COVID19 is having on Ontario’s family justice system. #westernu #familycourts https://t.co/c0lArahyWZ
2513,"RT @westernuAlumni : Author, artist, and survivor Chanel Miller will be live with the #WesternU community on February 2 to discuss her New York Times Bestselling book ""Know My Name"". 

Reserve your spot now for this exclusive virtual event! @nytimesbooks https://t.co/j2pt1IlhMU"
2514,Help create a bold future for Western. What are your hopes and dreams for our university? What priorities would you choose for Western’s next Strategic Plan? Share your ideas at https://t.co/7pmmUilP11 #westernu #ldnont #cdnpse. https://t.co/iTQZkRhTDJ
2515,RT @ogoshhsw : Finally getting this off the ground! Calling all Black Professional &amp; Graduate students @WesternU. Join the NEW Black Professional &amp; Graduate Students’ Network. Time to build a supportive community &amp; enrich our student experience! Join &amp; share ????https://t.co/TAj5muaf0R https://t.co/Zb0BD9F2Ir
2516,"RT @ontariogenomics : @WesternU researchers have developed a test - faster &amp; more accurate - to determine who has developed #COVID19 antibodies. It could become a pivotal tool to help identify and determine #immunity, whether from previous infection or from vaccination. https://t.co/xSQ0liCenP https://t.co/c0H1mDiVxB"
2517,RT @CRC_CRC : .@CRC_CRC Dr. Kelly Anderson and colleagues studied how social media and lack of sleep can affect young people's mental health https://t.co/UP2VU0QOiE #cdnpse @anderskk3 @WesternU @CIHR_IRSC
2518,"RT @SchulichMedDent : A new study shows providing primary care physicians with incentives to see patients after hours may result in fewer non-urgent visits to the emergency department. Researchers say this may ""reduce emergency department overcrowding and provide health-system cost savings."" @CMAJ"
2519,"A new #WesternU fellowship for Indigenous and Black doctoral students in #engineering aims to support and increase representation in teaching, research and industry. @westernuEng #cdnpse #onpse https://t.co/QRLnYDbSJW"
2520,"?? @ivancoyote is launching a ground-breaking new course, Active Voice, with @westernuArts! And, good news, it's also a public performance series open to all. First up? Christine Fellows and John K. Samson. https://t.co/HMTCrfBRax"
2521,RT @westernuProvost : Engineering fellowships created for Indigenous and Black doctoral students https://t.co/xpZPqOh3vd via @westernu
2522,"RT @RebeccaZandberg : Despite the pandemic, @ivancoyote has had a big year. Since being named @WesternU's  Alice Munro Chair in Creativity, they've been teaching students online, written a book, and they are now set to launch 'Active Voice.' We'll talk to Ivan at 8:20. #LdnOnt

https://t.co/ILe1AWvON3"
2523,"RT @SchulichMedDent : Medical students @HaydenPNix (@WesternU) and @ellennparker (@DalMedSchool) wrote about their transformative experience working as patient care attendants in a long-term care home with a #COVID19 outbreak. 

“Caring for someone who is vulnerable is an act of intimacy.”"
2524,RT @dr_kaniki : Happy #MLKDay @WesternU ???? https://t.co/F9g2jcArif
2525,"Who do you wear a ?? for? We *love* this from Dr. Anna Gunz @schulichmeddent, teamed up with local kids and teens! #ldnont #takecarewesternu https://t.co/aek3u2dak9"
2526,"#LdnOnt police are asking the public for assistance finding local resident, Payton Kechego. https://t.co/Yb7eQ3wUKg"
2527,"RT @westernuAlumni : Happy birthday to the legend himself, Rick McGhie! ????

What's your favourite Rick song? 
??: @frankneufeld_
#westernu #purpleandproud https://t.co/IgOADruuwv"
2528,RT @drcrater : Very cool #COVID19 research from @WesternU researchers ?? https://t.co/seomvNZudi
2529,"RT @JeremyCopeland1 : Thank you to Desmond Cole for delivering the annual Clissold Lecture last night. An extra big thank you to him for spending almost two-hours after 
his talk chatting with current MMJC students. 
#MMJC6FeetApart @westernuFIMS @westernU @DesmondCole #MMJC https://t.co/MgXbKmT4u6"
2530,"Congratulations to Shane Wang, the first @iveybusiness researcher honoured as a @MktgScience Young Scholar 
https://t.co/zDBaZx1S6A"
2531,"#WesternU is assisting @NASA and @csa_asc efforts to send a Canadian astronaut to lunar orbit by 2023. @westernUSpace director Gordon ""Oz"" Osinski is helping this historic mission by training past, present and future astronauts. https://t.co/lf8p1WHEmn"
2532,"RT @westernuLaw : Sen. Murray Sinclair @SenSincmurr speaks on becoming the first Aboriginal judge in Manitoba, chairing Canada's Truth and Reconciliation Commission &amp; sitting on Canada's Senate. Pls. join us for this special talk on January 18 @ 1pm https://t.co/Bo4Oxk8Lhn @westernuINDS @NCTR_UM https://t.co/cC8Tc776FN"
2533,"#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 18 through Friday, Jan. 22 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
2534,"RT @westernuBJI : Combined forces help combat the pain and disability of arthritis.  @westernuBJI team recognized!

https://t.co/SiMfy4T0VN via @westernu"
2535,"RT @Bibliojo : Last month, Scholarship@Western had 110440 full-text downloads &amp; 133 new submissions were posted, bringing the total works in the repository to 28088. #WesternU  scholarship was read by 4604 institutions across 199 countries. https://t.co/fZKdj1QCMe
@westernulibs @westernu https://t.co/gjzJG2UXHI"
2536,RT @likeavillain13 : Fun #throwback picture from my track and field days with @WesternU @WesternTF https://t.co/jlhl9XhGN3
2537,@MsR0th Hi Angie! We're sorry about the delay! We have passed this along to the teams that will be able to tell 100% on this for you and we expect to hear from them tomorrow - or they may reply directly to you here with their own account.
2538,"Chanel Miller, @nytimesbooks award-winning author, will be live with #WesternU alumni and community members on February 2. 

Register now to hear Chanel read from her memoir ""Know My Name,"" followed by a conversation with @asksarahdawson, and audience Q&amp;A. https://t.co/zXbYSGl9tU"
2539,"RT @univcan : Is it possible to eliminate the virus that causes #COVID19 from surfaces with the flick of a switch?

A UVC LED lighting system designed by @WesternU alumni is paving the way for rapid, portable decontamination of shared spaces and high-touch surfaces. https://t.co/qhaf96QVRN"
2540,RT @giftsthatsmile : Students @AthenaZhong from @WesternU and @BrianaZhong from @StRobertCHS @YCDSB delivered 30 comprehensive care packages to support seniors at Chartwell Gibson Retirement Residence! Lots of pleasant smiles! https://t.co/WNVbCdKtjh
2541,"Find your place at Western.

?? Passions
?? Location
?? Academics
?? Community 
?? Experience

Ontario high school students: your deadline to apply is tonight! Apply through OUAC by 11:59 p.m. EST.

?? Video footage filmed pre-pandemic. https://t.co/QIdlU4cWUo"
2542,"A team of #WesternU researchers has made a #breakthrough in #COVID19 research - a simple, fast, accurate test to determine who has developed antibodies to the virus. @OntInnovation @WORLDiscoveries @SchulichMedDent https://t.co/6fpJXIpkqH"
2543,"RT @drcrater : Calling all students! Applications are open for the 2021 @westernuSpace Summer Exploration Internship Program (deadline Feb. 05). Join us for an opportunity to perform cutting-edge, hands-on research in an interdisciplinary environment! https://t.co/25Yt0LkSYG @WesternU"
2544,"RT @GavinOnTheMoon : Auditing a new intensive Space Law course offered by @WesternU 

Excited to learn more about space exploration and the policies that will help international cooperation progress us beyond Low Earth Orbit.

#spacelaw #spacepolicy #law #outerspacetreaty #phdlife #nasa https://t.co/Wy3h5jr0lC"
2545,RT @smpeters9 : Alert! Fantastic ad for Chair in Mobility and Aging @WesternU https://t.co/IUttJA1BaV
2546,"RT @westernuSE : Want to get to know London a little bit better? Build connections with local organizations through the Western Serves Network! New opportunities like these will be posted regularly on Western Connect: https://t.co/k7008jatP9
@WesternU #westernu #ldnont https://t.co/PoCWvcVr7J"
2547,"Finger sensor points toward improved joint protection programs. @westernuBJI researchers Joy MacDermid,  Louis Ferreira, @LaloneEmily and @pavlosbob recognized by @ArthritisSoc for innovative research.
https://t.co/GHbWBhc3TH"
2548,RT @dr_kaniki : One of the best workshops you will ever attend @WesternU students ???????????????????? https://t.co/zQwduwc2Tp
2549,"Activist journalist @DesmondCole speaks about race, media coverage and advocacy during this year's Clissold Lecture with @westernuFIMS. https://t.co/zKACXkD5GS"
2550,RT @drcrater : Nice article highlighting my involvement in training @csa_asc and @NASA #astronauts &amp; how things will be ramping up as we return to the #Moon!!! @NASAArtemis @NASA_Astronauts @WesternU @westernuSpace @westernuEarth @westernuScience https://t.co/Z79tLph8mu
2551,@oshawamom @westernuMusic Hi there - thank you for reaching out. What specific information in regards to the music program are you looking for?
2552,"Finger sensor measures force of daily tasks to improve hand osteoarthritis pain. @westernuBJI researchers Joy MacDermid, Louis Ferriera, @LaloneEmily and @pavlosbob recognized by @ArthritisSoc. 
https://t.co/GHbWBhc3TH"
2553,@latonyafashionc Inquiries related to the online application can be directed to gradapps@uwo.ca or 519-850-2341. We hope this helps a bit!
2554,"@ShawnAdamsson @FanshaweCollege Innovations across medicine, science and experience are everywhere! #silverlining 

We've passed this forward to our team that is watching, learning, exploring all things #COVID19 &amp; #WesternU/higher education."
2555,@SportsAtGazette @westernuFB @WesternWHKY @mustangsws @mustangsms @stangswvb @WesternMustangs Go Stangs!
2556,@brettjpetch @westernuHistory We concur.
2557,"RT @LFPress : Buffeted by pandemic, @WesternU's tornado researchers 'pivoted well' in 2020 https://t.co/2iKtS7OwBB #ldnont https://t.co/spbhQe5roZ"
2558,"RT @westernuNTP : Our @western Annual Report 2020 is out:
 
https://t.co/Xk9GSan0ka
 
A highlight reel:
 
Amidst a pandemic that brought the world to a standstill, we still managed to conduct 409 investigations &amp; verify 77 tornadoes across Canada, increasing the 2020 tornado count by 166%.
 
1/8 https://t.co/dNcp8K6PZ3"
2559,"RT @SchulichMedDent : How do social media and loss of sleep affect young people's mental health? “If you aren’t sleeping well, you are probably going to use social media more often, which is going to impact your mental health, which impacts your sleep and so on,""says @anderskk3."
2560,"RT @westernuEng : Hey future Western Engineers, what would you do with a $100,000 scholarship?

Have you heard of the Schulich Leader Scholarships? @westernuEng Liam Israels was a recipient in 2019. See what the scholarship means to him!

https://t.co/839ilMul1a

@SchulichLeaders
@WesternU"
2561,"RT @JoshuaLambier : Really excited to see the launch of Ivan Coyote's series, Active Voice, which will run this winter-spring as part of their course at @WesternU. 

The Words Festival is very pleased to partner to bring exciting performances to the London community &amp; beyond. Free and open to all. https://t.co/hbLG6GU9K2"
2562,"RT @ogoshhsw : Lots of work put into this event, showcasing the amazing neuroscience research @WesternU! Abstract and registration is now open! https://t.co/HH5eHxIHSN"
2563,"RT @WordsLDN : Words is pleased to partner with Ivan Coyote (@ivancoyote), the Alice Munro Creativity Chair @WesternU, who is launching a Winter-Spring series, Active Voice!

We're kicking things off this month with John K. Samson &amp; Christine Fellows. 

Free to register: https://t.co/8Sr72Tfv3l https://t.co/IioRuXRgqI"
2564,"RT @westernuSE : Having traits like grit, resilience, optimism, gratitude, self-compassion and balance can make all the difference and help you thrive! Learn to build these traits while adding to your Co-curricular Record with Learn2Thrive. Registration open NOW: https://t.co/rmotuSGwmw @westernu https://t.co/pbiwyw52Qo"
2565,"RT @DesmondCole : very honoured to deliver the annual Clissold Lecture tomorrow evening for the @WesternU faculty of information and media studies 

we're gonna talk about objectivity (ha!) and corporate media in canada. please join us, it's free 

https://t.co/PYDmadK1mS"
2566,"RT @westernuSE : Today we launched Learn to Lead - The Podcast! 
 
Listen as Western leaders talk about how they lead, what they’ve learned, and what leadership advice they have for students.

Check it out here ?? https://t.co/qZFti1WBhj

#westernU #westernuThrive https://t.co/GLe0oXbIel"
2567,"Last year, Western's Northern Tornadoes Project conducted 409 investigations, verifying 77 tornadoes across the country, thanks in part to reports from everyday Canadians. https://t.co/hwhR6PcCLj #westernu #weather #tornado @westernuNTP"
2568,RT @CBCAfternoonDr : At 4:37: A new study shows that improving parental benefits can lead to a drop in divorce rates. We'll speak to @margolis_r of @WesternU about her findings. https://t.co/QKN33TrxZ0
2569,"""There's no such thing as objectivity"" - activist journalist @DesmondCole, who will be featured speaker at #WesternU's Clissold Lecture on Thursday. Listen in on his conversation about race, media coverage and advocacy. @westernuFIMS https://t.co/6n7Letr8zC"
2570,".@SchulichMedDent medical student Caroline Esmonde-White, reflects on her first experience in an anatomy lab in an open letter to the families of bequeathed bodies, ensuring gratitude and sentiment remains strong. https://t.co/Urd9j47NFe"
2571,"Tomorrow, #WesternU global education expert @PrachiSrivas joins renowned @globeandmail reporter @calphonso for a Facebook Live event to discuss #COVID19 and schools, addressing learning gaps, revising curriculum and more. https://t.co/DpnrGwRaAN"
2572,"Using Statistics Canada data, professor Rachel Margolis @margolis_r and her collaborators found parental benefits policy change in Quebec led to 6% decrease in separation and divorce among heterosexual couples. @StatCan_eng https://t.co/YFkRDFk44d"
2573,"All #WesternU employees should work from home if the nature of their work does not require them to be on campus. We ask students, faculty and staff to continue to follow all the important safety measures to keep each other and our communities safe."
2574,"After assessing revisions to Ontario’s “Enhancing Public Health and Workplace Safety Measures in the Provincewide Shutdown” document, #WesternU has determined the university will continue with the operating model we have been following since Dec. 22."
2575,#COVID19 update for the #WesternU community following the provincial declaration of a state of emergency and stay-at-home order as of Thursday at 12:01 a.m. https://t.co/8BJnIJrhMP
2576,"RT @westernuEnglish : . @WesternU @westernuArts @westernuEnglish Alice Munro Chair in Creativity @ivancoyote's forthcoming book Care Of is on the Star's list of ""30 new books we can't wait to get our hands on in the first half of 2021."" We can wait to read it either!
https://t.co/0V7X16VMfu"
2577,An inspiring talk from @westernuAlumni @caroloffcbc on the power of storytelling and revisiting our origins. #purpleandproud https://t.co/2RtkDaNjrV
2578,"RT @Western_Rec : It's 2021 Mustangs and we have a brand new line-up of live digital fitness classes for you, with fabulous instructors, starting on Monday, January 11. 

https://t.co/1mCUE2oeOn

#WelcomeBack #WesternMustangs #Western_Rec #WesternRec #StayActive https://t.co/tW3svGdDMy"
2579,"RT @iveybusiness : Join us next week for a conversation on Canada’s current economic climate, policy priorities and what it all might mean for Canada’s long-term prosperity. 
@IveyAlumni @IveyAcademy 
https://t.co/wyyf7omjWe https://t.co/CVHoipzbhZ"
2580,"Starting Friday, Jan.15, Western's COVID Testing Centre will not be providing pre-travel COVID-19 tests. A list of locations providing private, pre-travel COVID-19 testing can be found here: https://t.co/m49vTgkfYl"
2581,"#WesternU #COVID19 testing centre is open Monday, Jan. 11 through Friday, Jan. 15 from 9:30 a.m. to 4 p.m. #ldnont 
https://t.co/Emv7vSPjUf"
2582,"His mother taught him to aim for the stars. Now, educational psychologist and @westernuAlumni @FrankCWorrell has been elected president of the 121,000-member @APA. #purpleandproud @UCBerkeley https://t.co/6vdsDufaou"
2583,"It's officially the first day of classes, #WesternU. From undergraduate to graduate students, professors, deans, @WesternUSC, @westernsogs, and our incredible staff - the first day means something different to each of us, but what keeps us connected is our community. https://t.co/BfLspShjk6"
2584,RT @Cornies : Hey #MMJC5islive students: You're cordially invited back to your alma mater (virtually) for this year's #Clissold lecture with author and journalist @DesmondCole. Jan. 14 at 7 p.m. ET. https://t.co/fdg1fm9OEv @WesternUMMJC @WesternU https://t.co/Eq3NFougth
2585,"RT @aallan74 : Me, fiddling around with my course OWL site the day before the Winter term starts! Many thanks to @westernuCTL for their amazing resources &amp; workshops for optimizing online course delivery. Excited to get started with BIOCHEM 4455 and hope I can carry on the legacy of @drodenhi1! https://t.co/WzDdQKN5sG"
2586,@dentalhygieneq1 welcome to #WesternU!
2587,"@drsoup09 We're cheering for you, and the family, and the students, and the colleagues about to hit the virtual ""stage"" tomorrow! Kind of amazing to see such extraordinary, intentional teamwork, problem-solving and patience in the name of learning."
2588,@sfurtwengler @FrankCWorrell #purpleandproud!
2589,@Sar_Marie25 You are going to love it! Welcome to @westernuFIMS!
2590,@HanyuHuo @NatureComms #purpleandproud!
2591,We are experiencing some technical issues tonight with the mass email that would reach our faculty and staff with this update. We are continuing to work to resolve this issue. The complete update can be accessed at https://t.co/6c2UQ7Hq5Z.
2592,"@ct_degroot @Beth_macshack we are experiencing some technical issues tonight, but please know the email was to start sending shortly before the social posts. Things are evolving very quickly and we really appreciate your patience."
2593,"@aallan74 @ct_degroot @Beth_macshack we are experiencing some technical issues tonight, but please know the email was to start sending shortly before the social posts. Things are evolving very quickly and we really appreciate your patience."
2594,"@Beth_macshack we are experiencing some technical issues tonight, but please know the email was to start sending shortly before the social posts. Things are evolving very quickly and we really appreciate your patience."
2595,"@drsoup09 @uwogazette yes, that's right. Emails are being sent to all students, staff and faculty and aren't all received at the same time. The update is on the Western home page and the COVID site https://t.co/XW4vZf23LU and was tweeted out about 10 minutes ago. Thanks for your patience."
2596,"Read the full, detailed update from President Shepard: https://t.co/XW4vZf23LU https://t.co/XW4vZf23LU"
2597,"We know this is hard right now. We also know the pandemic will end. Vaccines are starting to roll out. Please stay hopeful.

Thank you for continuing to do the right thing – prioritizing the health and safety of each other and our community. 

Alan Shepard
President"
2598,"COVID Alert mobile app: https://t.co/GvqPVrXk9r
#WesternU COVID-19 Testing: https://t.co/Emv7vSPjUf"
2599,"These next few weeks and months are critical. Limit travel and contacts as much as possible.

Find a buddy or roommate and stick with them. Physically distance and wear a mask when possible, download the COVID Alert mobile app, and get tested if you have symptoms."
2600,"#COVID19 Update: After consultation with numerous campus leaders, and out of an abundance of caution, we are delaying #WesternU in-person instruction to Feb. 21, with limited exceptions. Virtual classes are going ahead as planned, starting Jan. 11. https://t.co/XW4vZf23LU"
2601,@Sar_Marie25 Amazing! Which program?
2602,"Through every #WesternU chemistry student who will receive a scholarship in her name,  Hadis Hayatdavoudi will live on. We remember Hadis and fellow students Ghazal Nourian, Milad Nahavandi and Sajedeh Saraeian lost aboard Flight #PS752. https://t.co/yfyHw3BptM"
2603,"?? ??? ?? ?? ?????? ???? ??????? ????? ?? ????? PS752? ?? ?????? ??????? ????? ? ??? ???? ?? ?? ???? ???? ?????? ????. #PS752 #westernu"
2604,"One year since the passing of four #WesternU students aboard Flight #PS752, we grieve – and we resolve to remember them. @westernuIntl @westernuSE https://t.co/15HgaTNYTP"
2605,"?? ?????? ? ?? ??????? ?? ??? ???? ?????????? ????? PS752 ???? #WesternU ?? ??? University College? ?? ???? ?:?? ?? ? ?????? ?? ??? ??? ??????? ?? ??? ??? ???? ? ??????? ?? ???? ???? ??????? ?? ?? ???. ??????? ??? ??????? ?? ??? ????????? ?? ?? ??? ???? ???? ????? ??."
2606,"In honour of those tragically lost, #WesternU’s University College flag will fly at half-mast starting at 9:42 p.m. Eastern Time on Jan. 7, until the morning of Saturday, Jan. 9. The building will also be lit up in purple in memory of our students. #ldnont #PS752"
2607,"?? ????? ???????? ???? ????? ????? ???? #WesternU ?? ?? ??? ?? ?????. ?? ?? ????? ?? ?????? ???? ???? ?????? ?????? ???? ?? ??? ???? ?? ????? ???? ?? ????? #PS752? ?? ????? ????? ??? ??? ?? ?? ??? ???. @westernuEng https://t.co/T6GavuOPH0"
2608,"We remember incoming #WesternU diabetes researcher Sajedeh Saraeian – she of “a thousand hopes and glittering days”?– who, with her husband, died when Flight #PS752 was shot down a year ago. @westernuEng https://t.co/aBPkg2Z8uB"
2609,"?? ???? ???? ?????? ???????@westernuScience ? ?? ???? ???? ??????? ???? ????? ??????? ? ???? ?????? ?? ?? ???? ?? ?????. ???? ??? ?? ???? ???? ???? ??????? #????? #WesternU ??? ?? ?? ??? ??? ?? ??????? ????? #PS752 ?? ??? ???. https://t.co/7tRjvIto69"
2610,"We remember @westernuScience student Hadis Hayatdavoudi, a brilliant young researcher, volunteer tutor and devoted friend – one of four #WesternU students lost a year ago in the downing of Flight #PS752. https://t.co/8eLUrvBn4o"
2611,"?? ????? ???????? ??????? ???? @wersternuEng ? ????? ?????? ?? ??????? ??????? ?? ??? ?? ?? ???? ?? ?????. ????? ??? ?? ???? ???? ???? ??????? #????? #WesternU ??? ?? ?? ??? ??? ?? ??????? ????? #PS752 ?? ??? ???. https://t.co/4pgJ2e28jL"
2612,"We remember @westernuEng student Milad Nahavandi, an accomplished researcher who doted on his family. Milad was one of four #WesternU students lost a year ago in the downing of Flight #PS752 https://t.co/kwLTuL1eFf"
2613,"?? ??? ??????? ??????? @wersternuEng ??? ?? ?? ???? ???? ??? ?? ??? ???????? ????? ?? ?????? ?? ??? ?? ?????. ??? ??? ?? ???? ???? ???? ??????? #????? #WesternU ??? ?? ?? ??? ??? ?? ??????? ????? #PS752 ?? ??? ???. https://t.co/8Er3OJ8Rev"
2614,"We remember @westernuEng student Ghazal Nourian, whose positive attitude brightened everyone around her. Ghazal was one of four #WesternU students lost a year ago in the downing of Flight #PS752. https://t.co/6HUlnHMslt"
2615,"?? ????? ?????? ?? ??? ???? ??? ????? ???????? #PS752 ?? ? ?????? ??? ????? ??? ? ????? ???? ?? ????? ???????.
 
?? ???? ??? ? ????? ???? ??????? ?????? ?? ??????? ????? ?? ???? ??? ????????? ????? ??????? ? ?? ????? ??????? ??? ??????? ? ????? ??????? ???? ???? ?????? ?????"
2616,"We remember 176 lives lost aboard Flight #PS752 on Jan. 8, 2020. We remember especially the four bright students who called #WesternU home and we grieve with their families, friends and the Iranian community. @westernuIntl @westernuSE https://t.co/P1QqwAyaS2"
2617,"This isn't the back to school that you expected, and we know families, students and teachers are facing so much right now.

We are cheering for you, and sending these helpful ideas from @dr_colin_king, @westernuEdu. https://t.co/AXoZlteL4e"
2618,"@Rhiannon_Kirton Hi there! Thank you for your question, we are looking into this for you. We appreciate your patience."
2619,"RT @SchulichMedDent : Is it possible to eliminate the #COVID19 virus from surfaces with the flick of a switch? Working with researchers at ImPaKT, two @westernuAlumni showed how a UVC LED lighting system they developed can effectively decontaminate surfaces."
